"spp","year","site","ind","plot","budburst","flowers","leafout","flobuds","flobudburst","fruit","ripefruit","budset","provenance.lat","provenance.long","species","genus","species.name","dvr","flowering","fruiting","allflofruit","fls","gs"
"AMECAN",2019,"SH","4",5,93,119,112,107,NA,135,NA,260,45.932675,-74.02507,"canadensis","Amelanchier","Amelanchier canadensis",19,NA,NA,NA,7,148
"AMECAN",2019,"SH","4",6,93,123,112,107,NA,140,NA,260,45.932675,-74.02507,"canadensis","Amelanchier","Amelanchier canadensis",19,NA,NA,NA,11,148
"AMECAN",2019,"WM","1",2,97,NA,112,155,NA,NA,NA,256,44.112337,-71.230138,"canadensis","Amelanchier","Amelanchier canadensis",15,NA,NA,NA,NA,144
"AMECAN",2020,"GR","10",2,NA,NA,NA,NA,NA,NA,NA,282,44.794942,-71.146683,"canadensis","Amelanchier","Amelanchier canadensis",NA,NA,NA,NA,NA,NA
"AMECAN",2020,"GR","10",6,78,128,126,NA,NA,NA,NA,214,44.794942,-71.146683,"canadensis","Amelanchier","Amelanchier canadensis",48,NA,NA,NA,2,88
"AMECAN",2020,"GR","10A",3,91,133,127.5,NA,NA,NA,NA,214,44.794942,-71.146683,"canadensis","Amelanchier","Amelanchier canadensis",36.5,NA,NA,NA,5.5,86.5
"AMECAN",2020,"GR","10A",5,98,135,133,NA,NA,NA,NA,NA,44.794942,-71.146683,"canadensis","Amelanchier","Amelanchier canadensis",35,NA,NA,NA,2,NA
"AMECAN",2020,"GR","10B",3,91,133,127.5,NA,NA,NA,NA,214,44.794942,-71.146683,"canadensis","Amelanchier","Amelanchier canadensis",36.5,NA,NA,NA,5.5,86.5
"AMECAN",2020,"GR","10B",5,91,133,130.5,NA,NA,NA,NA,NA,44.794942,-71.146683,"canadensis","Amelanchier","Amelanchier canadensis",39.5,NA,NA,NA,2.5,NA
"AMECAN",2020,"SH","2",6,NA,NA,NA,NA,NA,NA,NA,NA,45.932675,-74.02507,"canadensis","Amelanchier","Amelanchier canadensis",NA,NA,NA,NA,NA,NA
"AMECAN",2020,"SH","3",15,NA,133,133,NA,NA,NA,NA,268,45.932675,-74.02507,"canadensis","Amelanchier","Amelanchier canadensis",NA,NA,NA,NA,0,135
"AMECAN",2020,"SH","4",5,78,123.5,120.5,NA,NA,NA,NA,275,45.932675,-74.02507,"canadensis","Amelanchier","Amelanchier canadensis",42.5,NA,NA,NA,3,154.5
"AMECAN",2020,"SH","4",6,78,119,126,NA,NA,NA,NA,255,45.932675,-74.02507,"canadensis","Amelanchier","Amelanchier canadensis",48,NA,NA,NA,-7,129
"AMECAN",2020,"WM","1",2,85,NA,119,NA,NA,NA,278.5,NA,44.112337,-71.230138,"canadensis","Amelanchier","Amelanchier canadensis",34,NA,NA,NA,NA,NA
"AROMEL",2018,"HF","10",8,96,145,124,114,135,149,187,NA,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",28,10,38,52,21,NA
"AROMEL",2018,"HF","12",11,NA,142,135,NA,135,145,188.7,NA,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",NA,7,43.7,53.7,7,NA
"AROMEL",2018,"HF","12",14,NA,145,135,NA,135,149,193.888888888889,NA,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",NA,10,44.888888888889,58.888888888889,10,NA
"AROMEL",2018,"HF","13",14,NA,NA,135,NA,135,149,180.076923076923,NA,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",NA,NA,31.076923076923,45.076923076923,NA,NA
"AROMEL",2018,"HF","4",8,100,145,124,114,135,149,187,NA,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",24,10,38,52,21,NA
"AROMEL",2018,"HF","8A",11,NA,145,135,NA,135,149,187,NA,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",NA,10,38,52,10,NA
"AROMEL",2018,"HF","8B",11,NA,145,138,NA,128,149,187.875,NA,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",NA,17,38.875,59.875,7,NA
"AROMEL",2018,"WM","15",4,96,145,124,121,124,149,NA,NA,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",28,21,NA,NA,21,NA
"AROMEL",2018,"WM","2",14,NA,145,135,NA,135,149,NA,NA,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",NA,10,NA,NA,10,NA
"AROMEL",2018,"WM","2",4,100,145,124,121,131,149,182,NA,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",24,14,33,51,21,NA
"AROMEL",2018,"WM","5",11,96,145,124,124,135,149,192.25,NA,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",28,10,43.25,57.25,21,NA
"AROMEL",2018,"WM","5",4,NA,NA,135,NA,NA,NA,NA,NA,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",NA,NA,NA,NA,NA,NA
"AROMEL",2018,"WM","7",8,96,149,124,121,135,151,187,NA,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",28,14,36,52,25,NA
"AROMEL",2019,"HF","10",8,93,142,119,107,NA,142,NA,249,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",26,NA,NA,NA,23,130
"AROMEL",2019,"HF","12",11,93,147,115,107,NA,147,NA,240,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",22,NA,NA,NA,32,125
"AROMEL",2019,"HF","12",14,93,142,115,107,NA,142,214,267,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",22,NA,72,NA,27,152
"AROMEL",2019,"HF","13",14,93,142,115,107,NA,147,NA,249,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",22,NA,NA,NA,27,134
"AROMEL",2019,"HF","4",8,93,142,119,107,NA,142,NA,249,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",26,NA,NA,NA,23,130
"AROMEL",2019,"HF","8A",11,93,147,119,107,NA,147,NA,249,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",26,NA,NA,NA,28,130
"AROMEL",2019,"HF","8B",11,97,142,115,112,NA,147,NA,240,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",18,NA,NA,NA,27,125
"AROMEL",2019,"WM","15",4,97,142,129,107,NA,147,NA,256,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",32,NA,NA,NA,13,127
"AROMEL",2019,"WM","2",14,97,147,115,112,NA,150,NA,253,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",18,NA,NA,NA,32,138
"AROMEL",2019,"WM","2",4,93,147,129,115,NA,150,NA,245,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",36,NA,NA,NA,18,116
"AROMEL",2019,"WM","5",11,103,147,119,115,NA,NA,NA,249,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",16,NA,NA,NA,28,130
"AROMEL",2019,"WM","5",4,NA,NA,142,NA,NA,NA,NA,253,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",NA,NA,NA,NA,NA,111
"AROMEL",2019,"WM","7",8,93,142,115,107,NA,150,NA,249,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",22,NA,NA,NA,27,134
"AROMEL",2020,"HF","10",8,85,148,126,NA,NA,NA,296.75,268,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",41,NA,NA,NA,22,142
"AROMEL",2020,"HF","12",11,NA,148,133,NA,NA,NA,296.75,263,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",NA,NA,NA,NA,15,130
"AROMEL",2020,"HF","12",14,NA,148,133,NA,NA,NA,296.75,263,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",NA,NA,NA,NA,15,130
"AROMEL",2020,"HF","13",14,NA,148,133,NA,NA,NA,296.75,263,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",NA,NA,NA,NA,15,130
"AROMEL",2020,"HF","4",4,NA,NA,NA,NA,NA,NA,NA,NA,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",NA,NA,NA,NA,NA,NA
"AROMEL",2020,"HF","4",8,78,148,126,NA,NA,NA,298,275,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",48,NA,NA,NA,22,149
"AROMEL",2020,"HF","8A",11,NA,NA,133,NA,NA,NA,296.75,263,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",NA,NA,NA,NA,NA,130
"AROMEL",2020,"HF","8B",11,NA,NA,133,NA,NA,NA,NA,268,42.531705,-72.18992,"melonacarpa","Aronia","Aronia melonacarpa",NA,NA,NA,NA,NA,135
"AROMEL",2020,"WM","15",4,78,NA,123.5,NA,NA,NA,NA,282,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",45.5,NA,NA,NA,NA,158.5
"AROMEL",2020,"WM","2",14,NA,NA,133,NA,NA,NA,NA,248,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",NA,NA,NA,NA,NA,115
"AROMEL",2020,"WM","2",4,85,NA,127.5,NA,NA,NA,220,282,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",42.5,NA,NA,NA,NA,154.5
"AROMEL",2020,"WM","5",11,NA,NA,133,NA,NA,NA,NA,282,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",NA,NA,NA,NA,NA,149
"AROMEL",2020,"WM","5",4,85,148,127.5,NA,NA,NA,NA,NA,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",42.5,NA,NA,NA,20.5,NA
"AROMEL",2020,"WM","7",4,85,NA,108,NA,NA,NA,NA,NA,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",23,NA,NA,NA,NA,NA
"AROMEL",2020,"WM","7",8,85,NA,127.5,NA,NA,NA,NA,282,44.112337,-71.230138,"melonacarpa","Aronia","Aronia melonacarpa",42.5,NA,NA,NA,NA,154.5
"BETALL",2018,"GR","1",3,114,NA,128,NA,NA,NA,NA,253,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",14,NA,NA,NA,NA,125
"BETALL",2018,"GR","12",1,114,NA,124,NA,NA,NA,NA,268,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",10,NA,NA,NA,NA,144
"BETALL",2018,"GR","12",3,114,NA,124,NA,NA,NA,NA,281,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",10,NA,NA,NA,NA,157
"BETALL",2018,"GR","13",1,114,NA,128,NA,NA,NA,NA,268,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",14,NA,NA,NA,NA,140
"BETALL",2018,"GR","13",15,103,NA,131,NA,NA,NA,NA,253,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",28,NA,NA,NA,NA,122
"BETALL",2018,"GR","13",2,114,NA,128,NA,NA,NA,NA,263,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",14,NA,NA,NA,NA,135
"BETALL",2018,"GR","14",15,NA,NA,135,NA,NA,NA,NA,228.333333333333,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,93.333333333333
"BETALL",2018,"GR","14",16,NA,NA,142,NA,NA,NA,NA,225,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,83
"BETALL",2018,"GR","9",3,114,NA,128,NA,NA,NA,NA,263,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",14,NA,NA,NA,NA,135
"BETALL",2018,"SH","2",6,110,NA,124,NA,NA,NA,NA,263,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",14,NA,NA,NA,NA,139
"BETALL",2018,"SH","4",3,103,NA,131,NA,NA,NA,NA,263,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",28,NA,NA,NA,NA,132
"BETALL",2018,"SH","4A",9,103,NA,124,NA,NA,NA,NA,239,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",21,NA,NA,NA,NA,115
"BETALL",2018,"SH","4B",9,107,NA,131,NA,NA,NA,NA,239,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",24,NA,NA,NA,NA,108
"BETALL",2018,"SH","5",6,110,NA,131,NA,NA,NA,NA,263,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",21,NA,NA,NA,NA,132
"BETALL",2018,"SH","5",9,NA,NA,135,NA,NA,NA,NA,232,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,97
"BETALL",2018,"SH","7",16,NA,NA,142,NA,NA,NA,NA,239,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,97
"BETALL",2018,"SH","9",6,114,NA,131,NA,NA,NA,NA,239,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",17,NA,NA,NA,NA,108
"BETALL",2018,"SH","9",9,110,NA,128,NA,NA,NA,NA,239,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",18,NA,NA,NA,NA,111
"BETALL",2018,"WM","8",1,114,NA,138,NA,NA,NA,NA,277,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",24,NA,NA,NA,NA,139
"BETALL",2018,"WM","8",9,103,NA,131,NA,NA,NA,NA,239,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",28,NA,NA,NA,NA,108
"BETALL",2018,"WM","8A",12,110,NA,142,NA,NA,NA,NA,268,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",32,NA,NA,NA,NA,126
"BETALL",2018,"WM","8A",5,103,NA,131,NA,NA,NA,NA,256,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",28,NA,NA,NA,NA,125
"BETALL",2018,"WM","8B",12,96,NA,138,NA,NA,NA,NA,268,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",42,NA,NA,NA,NA,130
"BETALL",2018,"WM","8B",5,110,NA,128,116,NA,NA,NA,268,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",18,NA,NA,NA,NA,140
"BETALL",2018,"WM","9",16,NA,NA,142,NA,NA,NA,NA,NA,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,NA
"BETALL",2018,"WM","9",5,114,NA,131,NA,NA,NA,NA,268,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",17,NA,NA,NA,NA,137
"BETALL",2018,"WM","9",9,114,NA,124,NA,NA,NA,NA,235,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",10,NA,NA,NA,NA,111
"BETALL",2019,"GR","1",3,112,NA,135,NA,NA,NA,NA,260,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",23,NA,NA,NA,NA,125
"BETALL",2019,"GR","12",1,107,165,115,NA,NA,NA,NA,260,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",8,NA,NA,NA,50,145
"BETALL",2019,"GR","12",3,NA,NA,123,NA,NA,NA,NA,260,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,137
"BETALL",2019,"GR","13",1,107,NA,127,NA,NA,NA,NA,260,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",20,NA,NA,NA,NA,133
"BETALL",2019,"GR","13",15,107,NA,119,NA,NA,NA,NA,249,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",12,NA,NA,NA,NA,130
"BETALL",2019,"GR","13",2,107,NA,123,NA,NA,NA,NA,260,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",16,NA,NA,NA,NA,137
"BETALL",2019,"GR","14",15,107,NA,119,NA,NA,NA,NA,249,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",12,NA,NA,NA,NA,130
"BETALL",2019,"GR","14",16,97,NA,119,NA,NA,NA,NA,249,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",22,NA,NA,NA,NA,130
"BETALL",2019,"GR","9",3,NA,NA,127,NA,NA,NA,NA,249,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,122
"BETALL",2019,"SH","2",6,100,NA,115,NA,NA,NA,NA,249,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",15,NA,NA,NA,NA,134
"BETALL",2019,"SH","4",3,107,NA,135,NA,NA,NA,NA,263,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",28,NA,NA,NA,NA,128
"BETALL",2019,"SH","4A",9,107,NA,119,NA,NA,NA,NA,263,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",12,NA,NA,NA,NA,144
"BETALL",2019,"SH","4B",9,112,NA,137,NA,NA,NA,NA,249,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",25,NA,NA,NA,NA,112
"BETALL",2019,"SH","5",6,107,NA,119,NA,NA,NA,NA,263,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",12,NA,NA,NA,NA,144
"BETALL",2019,"SH","5",9,NA,NA,NA,NA,NA,NA,NA,274,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,NA
"BETALL",2019,"SH","7",16,112,NA,119,NA,NA,NA,NA,260,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",7,NA,NA,NA,NA,141
"BETALL",2019,"SH","9",6,112,NA,127,NA,NA,NA,NA,249,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",15,NA,NA,NA,NA,122
"BETALL",2019,"SH","9",9,112,NA,119,NA,NA,NA,NA,263,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",7,NA,NA,NA,NA,144
"BETALL",2019,"WM","8",1,112,NA,135,NA,NA,NA,NA,260,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",23,NA,NA,NA,NA,125
"BETALL",2019,"WM","8",9,107,NA,119,NA,NA,NA,NA,260,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",12,NA,NA,NA,NA,141
"BETALL",2019,"WM","8A",12,107,NA,115,NA,NA,NA,NA,260,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",8,NA,NA,NA,NA,145
"BETALL",2019,"WM","8A",5,107,NA,123,NA,NA,NA,NA,249,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",16,NA,NA,NA,NA,126
"BETALL",2019,"WM","8B",12,103,NA,127,NA,NA,NA,NA,274,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",24,NA,NA,NA,NA,147
"BETALL",2019,"WM","8B",5,100,NA,127,NA,NA,NA,NA,260,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",27,NA,NA,NA,NA,133
"BETALL",2019,"WM","9",16,NA,NA,150,NA,206,NA,NA,NA,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,NA
"BETALL",2019,"WM","9",5,107,NA,127,NA,NA,NA,NA,260,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",20,NA,NA,NA,NA,133
"BETALL",2020,"GR","1",3,108,NA,135,NA,NA,NA,220,255,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",27,NA,NA,NA,NA,120
"BETALL",2020,"GR","12",1,98,NA,143,NA,NA,NA,NA,263,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",45,NA,NA,NA,NA,120
"BETALL",2020,"GR","12",3,100,NA,135,NA,NA,NA,NA,248,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",35,NA,NA,NA,NA,113
"BETALL",2020,"GR","13",1,98,NA,130.5,NA,NA,NA,NA,282,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",32.5,NA,NA,NA,NA,151.5
"BETALL",2020,"GR","13",15,NA,NA,135,NA,NA,NA,NA,263,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,128
"BETALL",2020,"GR","13",2,108,NA,143,NA,NA,NA,NA,255,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",35,NA,NA,NA,NA,112
"BETALL",2020,"GR","14",15,NA,NA,143,NA,NA,NA,NA,263,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,120
"BETALL",2020,"GR","14",16,NA,NA,135,NA,NA,NA,NA,248,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,113
"BETALL",2020,"GR","9",3,108,NA,143,NA,NA,NA,NA,248,44.794942,-71.146683,"alleghaniensis","Betula","Betula alleghaniensis",35,NA,NA,NA,NA,105
"BETALL",2020,"SH","2",6,98,NA,148,NA,NA,NA,NA,255,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",50,NA,NA,NA,NA,107
"BETALL",2020,"SH","4",3,108,NA,135,NA,NA,NA,NA,248,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",27,NA,NA,NA,NA,113
"BETALL",2020,"SH","4A",9,NA,NA,143,NA,NA,NA,NA,282,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,139
"BETALL",2020,"SH","4B",9,NA,NA,133,NA,NA,NA,NA,NA,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,NA
"BETALL",2020,"SH","5",6,108,NA,143,NA,NA,NA,NA,268,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",35,NA,NA,NA,NA,125
"BETALL",2020,"SH","5",9,NA,NA,143,NA,NA,NA,NA,268,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,125
"BETALL",2020,"SH","7",16,NA,NA,135,NA,NA,NA,NA,268,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,133
"BETALL",2020,"SH","9",6,108,NA,148,NA,NA,NA,NA,263,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",40,NA,NA,NA,NA,115
"BETALL",2020,"SH","9",9,NA,NA,154,NA,NA,NA,NA,268,45.932675,-74.02507,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,114
"BETALL",2020,"WM","8",1,108,NA,143,NA,NA,NA,NA,268,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",35,NA,NA,NA,NA,125
"BETALL",2020,"WM","8",9,NA,NA,NA,NA,NA,NA,NA,268,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,NA
"BETALL",2020,"WM","8A",12,NA,NA,135,NA,NA,NA,NA,248,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,113
"BETALL",2020,"WM","8A",5,108,NA,135,NA,NA,NA,NA,263,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",27,NA,NA,NA,NA,128
"BETALL",2020,"WM","8B",12,NA,NA,143,NA,NA,NA,NA,282,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,139
"BETALL",2020,"WM","8B",5,98,NA,143,NA,NA,NA,NA,282,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",45,NA,NA,NA,NA,139
"BETALL",2020,"WM","9",16,NA,NA,NA,NA,NA,NA,NA,NA,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,NA
"BETALL",2020,"WM","9",5,NA,NA,143,NA,NA,NA,NA,268,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,125
"BETALL",2020,"WM","9",9,NA,NA,135,NA,NA,NA,NA,282,44.112337,-71.230138,"alleghaniensis","Betula","Betula alleghaniensis",NA,NA,NA,NA,NA,147
"BETPAP",2018,"GR","5",1,103,NA,184,NA,NA,NA,NA,274,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",81,NA,NA,NA,NA,90
"BETPAP",2018,"GR","5A",2,100,NA,124,NA,NA,NA,NA,263,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",24,NA,NA,NA,NA,139
"BETPAP",2018,"GR","5B",2,103,NA,138,NA,NA,NA,NA,NA,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",35,NA,NA,NA,NA,NA
"BETPAP",2018,"GR","8",12,110,NA,124,NA,NA,NA,NA,263,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",14,NA,NA,NA,NA,139
"BETPAP",2018,"GR","8",3,103,NA,124,NA,NA,NA,NA,268,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",21,NA,NA,NA,NA,144
"BETPAP",2018,"GR","8",5,96,NA,135,NA,NA,NA,NA,253,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",39,NA,NA,NA,NA,118
"BETPAP",2018,"GR","8",6,110,NA,131,NA,NA,NA,NA,246,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",21,NA,NA,NA,NA,115
"BETPAP",2018,"GR","9",9,NA,NA,135,NA,NA,NA,NA,NA,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",NA,NA,NA,NA,NA,NA
"BETPAP",2018,"HF","16",12,110,NA,124,NA,NA,NA,NA,274,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",14,NA,NA,NA,NA,150
"BETPAP",2018,"HF","16",2,103,NA,124,NA,NA,NA,NA,263,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",21,NA,NA,NA,NA,139
"BETPAP",2018,"HF","16",3,110,NA,124,NA,NA,NA,NA,270,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",14,NA,NA,NA,NA,146
"BETPAP",2018,"HF","16",5,107,NA,124,NA,NA,NA,NA,268,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",17,NA,NA,NA,NA,144
"BETPAP",2018,"HF","16A",6,100,NA,124,NA,NA,NA,NA,274,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",24,NA,NA,NA,NA,150
"BETPAP",2018,"HF","16B",6,103,NA,124,NA,NA,NA,NA,274,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",21,NA,NA,NA,NA,150
"BETPAP",2018,"SH","1A",1,103,NA,128,NA,NA,NA,NA,263,45.932675,-74.02507,"papyrifera","Betula","Betula papyrifera",25,NA,NA,NA,NA,135
"BETPAP",2018,"SH","1B",1,107,NA,124,NA,NA,NA,NA,263,45.932675,-74.02507,"papyrifera","Betula","Betula papyrifera",17,NA,NA,NA,NA,139
"BETPAP",2019,"GR","5",1,107,NA,127,NA,NA,NA,NA,274,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",20,NA,NA,NA,NA,147
"BETPAP",2019,"GR","5A",2,112,NA,127,NA,NA,NA,NA,263,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",15,NA,NA,NA,NA,136
"BETPAP",2019,"GR","5B",2,100,NA,155,NA,NA,NA,NA,NA,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",55,NA,NA,NA,NA,NA
