"","spp","year","site","ind","provenance.long","provenance.lat","plot","leafout","leafcolor","fgs","fgsGDD"
"310","BETPOP",2020,"WM","7",-71.230138,44.112337,1,133,268,135,1574.575
"311","BETPOP",2020,"WM","7",-71.230138,44.112337,15,133,275,142,1647.43611111111
"312","BETPOP",2020,"WM","7",-71.230138,44.112337,2,132,293,161.5,1729.70555555555
"313","BETPOP",2020,"WM","7",-71.230138,44.112337,3,130,301,170.5,1769.57777777778
"314","BETPOP",2020,"WM","7",-71.230138,44.112337,6,132,293,161.5,1729.70555555555
"315","BETPOP",2020,"WM","7",-71.230138,44.112337,9,135,293,158,1718.36944444444
"316","BETPOP",2020,"WM","8",-71.230138,44.112337,15,133,293,160,1727.46388888889
"317","BETPOP",2020,"WM","8",-71.230138,44.112337,16,133,275,142,1647.43611111111
"318","BETPOP",2020,"WM","9",-71.230138,44.112337,15,133,275,142,1647.43611111111
"319","DIELON",2018,"GR","2",-71.146683,44.794942,14,135,249,114,1349.55277777778
"320","DIELON",2018,"GR","5B",-71.146683,44.794942,7,121,274,153,1648.11666666666
"321","DIELON",2018,"GR","6",-71.146683,44.794942,14,135,253,118,1376.36388888889
"322","DIELON",2018,"GR","8",-71.146683,44.794942,13,124,263,139,1539.00277777777
"323","DIELON",2018,"HF","1A",-72.18992,42.531705,7,121,253,132,1480.71944444444
"324","DIELON",2018,"HF","1B",-72.18992,42.531705,7,121,281,160,1685.825
"325","DIELON",2018,"HF","2",-72.18992,42.531705,7,128,253,125,1415.38611111111
"326","DIELON",2018,"HF","2A",-72.18992,42.531705,13,142,249,107,1311.93888888889
"327","DIELON",2018,"HF","2B",-72.18992,42.531705,13,135,253,118,1376.36388888889
"328","DIELON",2018,"HF","4",-72.18992,42.531705,7,124,277,153,1622.10555555555
"329","DIELON",2018,"SH","2A",-74.02507,45.932675,13,124,297,173,1701.50833333333
"330","DIELON",2018,"SH","2B",-74.02507,45.932675,13,121,281,160,1685.825
"331","DIELON",2018,"SH","4",-74.02507,45.932675,13,135,297,162,1639.45277777778
"332","DIELON",2018,"SH","4",-74.02507,45.932675,7,124,281,157,1643.525
"333","DIELON",2018,"WM","1A",-71.230138,44.112337,13,121,263,142,1581.30277777777
"334","DIELON",2018,"WM","1B",-71.230138,44.112337,13,124,297,173,1701.50833333333
"335","DIELON",2018,"WM","1C",-71.230138,44.112337,13,124,288,164,1684.76388888889
"336","DIELON",2019,"GR","2",-71.146683,44.794942,14,115,232,117,1141.525
"337","DIELON",2019,"GR","5A",-71.146683,44.794942,7,112,240,128,1230.12222222222
"338","DIELON",2019,"GR","5B",-71.146683,44.794942,7,112,240,128,1230.12222222222
"339","DIELON",2019,"GR","5C",-71.146683,44.794942,7,119,245,126,1269.17777777778
"340","DIELON",2019,"GR","6",-71.146683,44.794942,14,115,232,117,1141.525
"341","DIELON",2019,"GR","8",-71.146683,44.794942,13,119,245,126,1269.17777777778
"342","DIELON",2019,"HF","1",-72.18992,42.531705,10,129,232,103,1114.18888888888
"343","DIELON",2019,"HF","1A",-72.18992,42.531705,7,112,240,128,1230.12222222222
"344","DIELON",2019,"HF","1B",-72.18992,42.531705,7,112,240,128,1230.12222222222
"345","DIELON",2019,"HF","2",-72.18992,42.531705,7,112,240,128,1230.12222222222
"346","DIELON",2019,"HF","2A",-72.18992,42.531705,13,115,240,125,1222.28888888889
"347","DIELON",2019,"HF","2B",-72.18992,42.531705,13,127,240,113,1201.06388888889
"348","DIELON",2019,"HF","2C",-72.18992,42.531705,13,115,232,117,1141.525
"349","DIELON",2019,"HF","3",-72.18992,42.531705,7,119,245,126,1269.17777777778
"350","DIELON",2019,"HF","4",-72.18992,42.531705,7,112,240,128,1230.12222222222
"351","DIELON",2019,"SH","2A",-74.02507,45.932675,13,112,245,133,1282.45277777778
"352","DIELON",2019,"SH","2B",-74.02507,45.932675,13,119,240,121,1216.84722222222
"353","DIELON",2019,"SH","4",-74.02507,45.932675,10,135,240,105,1179.87222222222
"354","DIELON",2019,"SH","4",-74.02507,45.932675,13,127,245,118,1253.39444444445
"355","DIELON",2019,"SH","4",-74.02507,45.932675,14,112,240,128,1230.12222222222
"356","DIELON",2019,"SH","4",-74.02507,45.932675,7,112,249,137,1318.18333333333
"357","DIELON",2019,"WM","1A",-71.230138,44.112337,13,112,240,128,1230.12222222222
"358","DIELON",2019,"WM","1B",-71.230138,44.112337,13,115,245,130,1274.61944444445
"359","DIELON",2019,"WM","1C",-71.230138,44.112337,13,115,240,125,1222.28888888889
"360","DIELON",2020,"GR","2",-71.146683,44.794942,14,133,275,142,1647.43611111111
"361","DIELON",2020,"GR","5",-71.146683,44.794942,10,133,282,149,1680.825
"362","DIELON",2020,"GR","5A",-71.146683,44.794942,7,122,275,153,1688.78333333333
"363","DIELON",2020,"GR","5B",-71.146683,44.794942,7,124,268,144.5,1600.65833333333
"364","DIELON",2020,"GR","5C",-71.146683,44.794942,7,124,275,151.5,1673.51944444444
"365","DIELON",2020,"GR","6",-71.146683,44.794942,14,133,275,142,1647.43611111111
"366","DIELON",2020,"GR","8",-71.146683,44.794942,13,133,263,130,1546.76944444445
"367","DIELON",2020,"HF","1A",-72.18992,42.531705,7,120,255,134.5,1543.18333333334
"368","DIELON",2020,"HF","1B",-72.18992,42.531705,7,120,275,154.5,1694.82222222222
"369","DIELON",2020,"HF","2",-72.18992,42.531705,7,122,275,153,1688.78333333333
"370","DIELON",2020,"HF","2A",-72.18992,42.531705,13,133,255,122,1495.79722222223
"371","DIELON",2020,"HF","2B",-72.18992,42.531705,13,133,268,135,1574.575
"372","DIELON",2020,"HF","2C",-72.18992,42.531705,13,133,275,142,1647.43611111111
"373","DIELON",2020,"HF","3",-72.18992,42.531705,7,128,282,154.5,1692.98611111111
"374","DIELON",2020,"HF","4",-72.18992,42.531705,7,122,275,153,1688.78333333333
"375","DIELON",2020,"SH","2A",-74.02507,45.932675,13,133,293,160,1727.46388888889
"376","DIELON",2020,"SH","2B",-74.02507,45.932675,13,133,293,160,1727.46388888889
"377","DIELON",2020,"SH","4",-74.02507,45.932675,13,133,293,160,1727.46388888889
"378","DIELON",2020,"SH","4",-74.02507,45.932675,14,133,275,142,1647.43611111111
"379","DIELON",2020,"SH","4",-74.02507,45.932675,7,122,268,146,1615.92222222222
"380","DIELON",2020,"WM","1A",-71.230138,44.112337,13,133,263,130,1546.76944444445
"381","DIELON",2020,"WM","1B",-71.230138,44.112337,13,133,241,108,1345.075
"382","DIELON",2020,"WM","1C",-71.230138,44.112337,13,133,293,160,1727.46388888889
"383","MYRGAL",2018,"GR","8A",-71.146683,44.794942,4,131,260,129,1472.75
"384","MYRGAL",2018,"GR","8B",-71.146683,44.794942,4,131,268,137,1524.00833333333
"385","MYRGAL",2018,"GR","8C",-71.146683,44.794942,4,124,288,164,1684.76388888889
"386","MYRGAL",2018,"GR","8D",-71.146683,44.794942,4,128,249,121,1388.575
"387","MYRGAL",2018,"SH","1",-74.02507,45.932675,8,124,253,129,1438.41944444444
"388","MYRGAL",2018,"SH","2",-74.02507,45.932675,8,124,274,150,1605.81666666666
"389","MYRGAL",2018,"SH","2B",-74.02507,45.932675,4,124,249,125,1411.60833333333
"390","MYRGAL",2018,"SH","99",-74.02507,45.932675,14,135,253,118,1376.36388888889
"391","MYRGAL",2018,"WM","6",-71.230138,44.112337,14,135,263,128,1476.94722222222
"392","MYRGAL",2018,"WM","6A",-71.230138,44.112337,11,124,253,129,1438.41944444444
"393","MYRGAL",2018,"WM","6A",-71.230138,44.112337,4,131,249,118,1370.68888888889
"394","MYRGAL",2018,"WM","6A",-71.230138,44.112337,8,124,249,125,1411.60833333333
"395","MYRGAL",2018,"WM","6B",-71.230138,44.112337,11,124,263,139,1539.00277777777
"396","MYRGAL",2018,"WM","6B",-71.230138,44.112337,8,124,274,150,1605.81666666666
"397","MYRGAL",2019,"GR","8A",-71.146683,44.794942,4,119,240,121,1216.84722222222
"398","MYRGAL",2019,"GR","8B",-71.146683,44.794942,4,150,240,90,1085.43611111111
"399","MYRGAL",2019,"GR","8D",-71.146683,44.794942,4,135,232,97,1099.10833333333
"400","MYRGAL",2019,"SH","1",-74.02507,45.932675,8,123,232,109,1131.75
"401","MYRGAL",2019,"SH","1A",-74.02507,45.932675,4,119,232,113,1136.08333333333
"402","MYRGAL",2019,"SH","1B",-74.02507,45.932675,4,135,232,97,1099.10833333333
"403","MYRGAL",2019,"SH","2",-74.02507,45.932675,8,127,232,105,1120.3
"404","MYRGAL",2019,"SH","2A",-74.02507,45.932675,4,115,240,125,1222.28888888889
"405","MYRGAL",2019,"SH","2B",-74.02507,45.932675,4,129,240,111,1194.95277777777
"406","MYRGAL",2019,"SH","99",-74.02507,45.932675,14,119,232,113,1136.08333333333
"407","MYRGAL",2019,"WM","6",-71.230138,44.112337,14,119,232,113,1136.08333333333
"408","MYRGAL",2019,"WM","6A",-71.230138,44.112337,11,129,232,103,1114.18888888888
"409","MYRGAL",2019,"WM","6A",-71.230138,44.112337,4,127,232,105,1120.3
"410","MYRGAL",2019,"WM","6A",-71.230138,44.112337,8,119,232,113,1136.08333333333
"411","MYRGAL",2019,"WM","6B",-71.230138,44.112337,11,119,232,113,1136.08333333333
"412","MYRGAL",2019,"WM","6B",-71.230138,44.112337,4,127,232,105,1120.3
"413","MYRGAL",2019,"WM","6B",-71.230138,44.112337,8,119,232,113,1136.08333333333
"414","MYRGAL",2020,"GR","8A",-71.146683,44.794942,4,143,293,150,1673.36388888889
"415","MYRGAL",2020,"GR","8C",-71.146683,44.794942,4,128,229,101.5,1204.62777777778
"416","MYRGAL",2020,"GR","8D",-71.146683,44.794942,4,148,220,72,960.927777777777
"417","MYRGAL",2020,"SH","1",-74.02507,45.932675,8,135,248,113,1407.09166666667
"418","MYRGAL",2020,"SH","1A",-74.02507,45.932675,4,130,229,98.5,1202.38611111111
"419","MYRGAL",2020,"SH","1B",-74.02507,45.932675,4,135,229,94,1183.37222222222
