ID,Plot,Phase,3.3.2020,3.9.2020,3.9.2020,3.18.2020,3.25.2020,3.31.2020,4.7.2020,4.9.2020,4.17.2020,4.20.2020,4.23.2020,4.28.2020,5.1.2020,5.7.2020,5.12.2020,5.14.2020,5.22.2020,5.27.2020,6.2.2020,6.5.2020,6.12.2020,6.15.2020,6.23.2020,6.25.2020,7.3.2020,7.6.2020,7.16.2020,7.24.2020,8.1.2020,8.7.2020,8.16.2020,8.28.2020,9.4.2020,9.11.2020,9.19.2020,9.24.2020,10.1.2020,10.8.2020,10.19.2020,10.27.2020,11.6.2020,11.16.2020
DIELON_GR_8B,10,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
SPITOM_SH_99A,11,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
SPITOM_SH_99A,11,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
MYRGAL_WM_6A,11,Leaves,,,,,,,,,,,,,,,18,19,,,,,,,,,,,,,,,93,93,93,93,93,93,94,"102,94",94,95,97,99
MYRGAL_WM_6A,11,Flowers,,,,,,,,,9,10,10,10,14,18,,,,,,,,,,,,,,,,,,,,,,,,102m,102m,,,
SPITOM_GR_1A,11,Leaves,,,,64-m,62-m,65-m,67-m,69-m,,,,,,,19,,,,,,,,,,,,67,68/74,76,76,76/92,78/93,79/93,94,94,94,95,"102,95",96,97,98,99
SPITOM_GR_1A,11,Flowers,,,,,,9,10,10,12,16,17,19,,,,,,,,,,,,,,62,,,,,,,,,,,,79,79,,,
SPIALB_HF_10,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,68/72,68/72,68/73,68/73,68/75,76,76,76,79,,92,"102,92",93,95,96,99
SPIALB_HF_10,11,Flowers,,,,,,9,12,15,19,,,,,,,,,,,,,,,62,62/72,62,,,,,,,,,,,,79,79,,,
VIBCAS_WM_4,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,76,78,78,79/93,93/100,94/100,94/100,95/101,102/95,95,95,"102,95",95,98,98,99
VIBCAS_WM_4,11,Flowers,,,,,9,10,15,15,19,,,,,,59,,,,64,67,71,73,74,74,74,74,,,,,,,,,,,,,,,,
SPIALB_HF_4A,11,Leaves,,,,,,,,52,54,57,58,58,59,,19,,,,,,,,,,,,68/74,68/75,76,77,78,77,78,79,,,,"102,91",91,94,95,99
SPIALB_HF_4A,11,Flowers,,,,,9,10,12,15,19,,,,,,,,,,54,58,,60,65,67,67/74,68/75,,,,,,,,,,,,77,78,79,,
SPIALB_WM_4A,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,67/74,74,76,77,78,77,78,79,,,,"102,92",93,94,97,99
SPIALB_WM_4A,11,Flowers,,,,,9,10,12,14,18,19,,,,,,,,,,,,,64,67,67/74,68/74,,,,,,,,,,,,78,79,,,
MYRGAL_WM_6B,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,94,94,95,95,95,95,97,"102,98",98,98,99,99
MYRGAL_WM_6B,11,Flowers,,,,,,,,9,11,16,16,18,19,,,,,,,,,,,,72,72,67,68/74,74,75,76/92,79/94,94,94,95,95,96,NA,,,,
SPITOM_SH_99B,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,92",97,98,98,99
SPITOM_SH_99B,11,Flowers,,,,,9,9,10,10,15,16,17,19,,,,,,,,,,,,,,62,67,68/74,68/76,68/76,76,78,79,92,92,92,97,79,79,,,
SPITOM_SH_99C,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,94",98,98,99,99
SPITOM_SH_99C,11,Flowers,,,,,,9,10,10,15,16,18,18,19,,,,,,,,,,,,,,,,,,,,,,,,92,79,79,,,
SPITOM_HF_5,11,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
SPITOM_HF_5,11,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
SPIALB_WM_4B,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,94",94,95,96,98
SPIALB_WM_4B,11,Flowers,,,,,9,10,12,15,19,,,,,,,,,,56,58,62,64,67,68/71,68/74,68/74,68/74,68/74,76,77,77,77,78,78,79,,,79,79,,,
SPIALB_WM_4C,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,93",96,95,97,98
SPIALB_WM_4C,11,Flowers,,,,,9,10,15,17,19,,,,,,,,,,58,60,64,67,67,68/71,68/74,68/76,68/76,76,76,77,78,78,78,78,79,,,79,79,,,
SPITOM_SH_99D,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,93",96,96,98,99
SPITOM_SH_99D,11,Flowers,,,,,,9,10,10,16,17,17,18,19,,,,,,,,,,,,,,68,68/74,74,75,76,78/92,79/92,92,92,92,92,79,79,,,
SPIALB_WM_5,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,95",97,98,99,99
SPIALB_WM_5,11,Flowers,,,,9,10,11,14,16,19,,,,,,,,,,,,,,62,64,67/72,68/72,67/73,68/73,75,75,76,76,76,78/92,79/93,93,93,79,79,,,
SPIALB_WM_2B,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,92",93,95,97,98
SPIALB_WM_2B,11,Flowers,,,,9,10,10,15,15,19,,,,,,,,,,,,,,62,62,67/72,67/72,74,74,75,75,68/76,68/77,68/77,78/92,68/78/92,68/78/93,"68, 92",79,79,,,
SPIALB_WM_2A,11,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,,
SPIALB_WM_2A,11,Flowers,,,,,,9,12,14,17,18,18,18,19,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,
VIBCAS_WM_9A,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,78,78/92,79/92,101/92,102/92,92,"102,94",94,94,95,98
VIBCAS_WM_9A,11,Flowers,,,,,9,9,10,10,17,18,18,19,,,59,,,,67,68,72,73,74,75,76,76,76,76,77,78,78,,,101,,,,NA,,,,
SPITOM_SH_99E,11,Leaves,,,,,,,,,52,56,57,58,59,,19,,,,,,,,,,,,,,,,,,,96,97,97,97,"102,97",97,98,99,99
SPITOM_SH_99E,11,Flowers,,,,,,9,10,11,17,18,18,18,19,,,,,,,,,,,,,64,64,74,76,76,77/96,79/96,96,,,,,79,79,,,
SPIALB_HF_4B,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,64,67,68/74,68/74,,,,,,,,76,68/78,69/78,79,"102,91",95,96,97,98
SPIALB_HF_4B,11,Flowers,,,,,9,9,11,11,18,18,18,18,19,,,,,,,,,,,,,,,68/74,74,75,75,68/76,68/76,,,,,79,79,,,
VIBCAS_WM_9B,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,92/101,92/102,92,93,"102,94",96,96,96,99
VIBCAS_WM_9B,11,Flowers,,,,,9,10,15,15,16,17,18,19,,,59,,,60,67,68,72,75,76,76,76,76,76,77,77,79/91,91/100,91/100,91/100,,,,,NA,,,,
SPITOM_SH_99F,11,Leaves,,,,,,,,,,,54,58,59,,19,,,,,,,,,,,,,,,,,,,,,,94,"102,95",96,97,98,99
SPITOM_SH_99F,11,Flowers,,,,,,9,9,10,11,16,17,18,19,,,,,,,,,,,,62,65,64,74,75,76,77,79,92,92,92,93,,79,79,,,
AROMEL_WM_5,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,94,"102,97",98,98,99,99
AROMEL_WM_5,11,Flowers,,,,,,9,10,10,11,12,15,16,18,,,,,68,68,72,73,73,74,74,74,75,74,77,74,74,74,74/101,101,101,101,102/93,,NA,,,,
VIBCAS_SH_9,11,Leaves,,,,,,,,,,52,54,56,58,,19,,,,,,,,,,,,,,,,,,,,,,94,"102,94",95,95,95,99
VIBCAS_SH_9,11,Flowers,,,,9,10,11,15,15,17,19,,,,,,,,,,,,,,,,,100,100,100,100,100,101,102,,,94,,NA,,,,
VIBCAS_GR_10,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,94,"102,95",95,95,96,99
VIBCAS_GR_10,11,Flowers,,,,,9,10,15,16,18,19,,,,,59,,,,60,68,69,73,75,76,76,76,77,77,77/100,79/100,100,101,102,,,92,,79,79,,,
SPITOM_GR_1A,11,Leaves,,,,,,,53,54,54,58,58,58,59,,19,,,,,,,,,,,,,,,,,,,,,,95,"102,96",97,97,98,99
SPITOM_GR_1A,11,Flowers,,,,,,9,10,10,15,17,17,18,19,,,,,,,,,,,,64,64,67,74,75,76,76,78/96,79/92,92,94,94,,79,79,,,
SPITOM_GR_1B,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,95,"102,95",97,98,99,99
SPITOM_GR_1B,11,Flowers,,,,,,,10,10,15,17,18,19,,,,,,,,,,,,,64,67,64,74,75,77,77,77/94,79/92,92,94,94,,79,79,,,
SPITOM_HF_6,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,97,"102,97",97,98,98,99
SPITOM_HF_6,11,Flowers,,,,,,,9,10,15,16,17,18,18,19,,,,,,,,,,,,,67,72,74,74,75/92,75/93,79/93,93,93,94,,79,79,,,
AROMEL_HF_8A,11,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,91,"102,91",93,95,97,99
AROMEL_HF_8A,11,Flowers,,,,,9,9,10,10,11,12,15,17,19,,59,61,68,71,72,73,73,73,74,74,74,74,74,74,74,74,74/100,76/101,78/101,79/101,102,91,,79,79,79,79,
AROMEL_HF_8B,11,Leaves,,,,,,,,,,52,54,57,58,59,19,,,,,,,,,,,,,,,,,,,,,,,"102,91",92,93,96,99
AROMEL_HF_8B,11,Flowers,,,,,,9,10,11,12,16,17,18,19,,63,65,68,71,73,73,73,74,74,74,74,75,,,,,,100,100,101,101,102,,NA,,,,
VIBCAS_WM_10,11,Leaves,,,,,,,,,,58,58,58,59,,19,,,,,,,,,,,,,,,,,,,,,,93,"102,93",93,95,97,99
VIBCAS_WM_10,11,Flowers,,,,9,10,11,16,16,18,19,,,,,59,,,,65,67,72,75,76,76,76,76,76,77,78/100,79/100,100/92,100/93,93/101,93/101,102/93,93,,NA,,,,
AROMEL_HF_12,11,Leaves,,,,,,,,52,52,56,57,58,59,,19,,,,,,,,,,,,,,,,,,,,,,92,"102,94",95,96,97,99
AROMEL_HF_12,11,Flowers,,,,,9,9,11,12,14,16,,,,,61,62,68,69,72,73,73,73,74,74,75,75,75,75,75,75,75,100/78,79/100,101,102,92,102m,79,79,79,79,
ALNINC_SH_1,12,Leaves,,,,,,,,51,54,57,58,59,,,18,18,19,,,,,,,,,,,,100m,100m,100m/76,76/100,76,100/100m,101/101m,102/101m,"79, 94","102,95",95,96,97,99
ALNINC_SH_1,12,Flowers,,,,,,,,9,11,15,15,16,17,18,,,,71,72,73,73,74,74,74,75,75,76,76/100m,76,76,,100m,100/100m,78,78,78,102,"102m,79",79,,,
ACEPEN_WM_5,12,Leaves,68-m,68-m; 65-f,68-m; 65-f,68-m; 67-f,69-m; 68-f,69-f,,,,,,,,,,,,,,,,,,,,,,,,,100,101,101,101,101,101,77,,,,,
ACEPEN_WM_5,12,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,77,77,77,77/100m,77,77,77,77,77,77,,,,,,
ACEPEN_HF_12,12,Leaves,,,,,,,,,,,,,,,18,18,19,,,,,,,,,,,,,,,,,,,,,"102,91",94,96,99,99
ACEPEN_HF_12,12,Flowers,,,,,,,9,9,10,10,10,12,12,16,57,61,67,71,74,75,76,76,76,76,76,76,,,,,,,,,,,102m,79,79,,,
BETPOP_GR_5A,12,Leaves,,,,,,,,,,,,,,,18,18,18,19,,,,,,,,,,,,,100,100,100/100m,100/100m,100/100m,102/101m,,"102,91",95,97,98,99
BETPOP_GR_5A,12,Flowers,,,,,,,,,9,10,10,12,17,18,,,,,,,,,,,,,,100m,,100m,100m,100m,,,,,,102m,,,,
QUERUB_WM_9,12,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
QUERUB_WM_9,12,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102m,X,x,,,
BETPOP_GR_5B,12,Leaves,,,,,,,,,,,,,,,18,19,,,,,,,,,,,,,100m,100,100m,100,100,100/100m,101/101m,102/101m,93,"102,93",95,96,97,99
BETPOP_GR_5B,12,Flowers,,,,,,,,9,9,10,11,12,15,18,,,,,,,74,74,74,74,74,74,77,100m/77,77,78,100/79,100m,100m,,,91,102/101m,"102m,77",78,79,79,
ALNINC_HF_8,12,Leaves,,,,,,,,,,,,,,,18,18,18,18,18,19,,,,,,,,,,,100,77/100,77,100/101m,101/101m,101/101m,"78, 94","102,96",97,97,98,99
ALNINC_HF_8,12,Flowers,,,,,,,9,9,11,14,15,16,16,18,,,,71,72,73,73,74,74,74,75,75,75,76/100m,76/100m,76/100m,77/100m,100m,100/100m,77,78,78,,"102m,79",,,,
BETPAP_HF_16,12,Leaves,,65-m; 62-f,65-m; 62-f,67-m; 65-f,68-m; 67-f,69-m; 69-f,,,,,,,,,17,18,18,19,,,,,,,,,,,,,,,,,,,"101, 93","101,93","102,93",94,95,99
BETPAP_HF_16,12,Flowers,,,,,,,,9,10,12,12,17,18,18,,,,,,,,,,,,,,,,,100,100/93,100/93,100/93,100/93,100/93,,NA,,,,
BETALL_WM_8A,12,Leaves,,,,,,,,,,,,,,,18,19,,,,,,,,,,,,,,,,,,,,,93,"102,93",94,96,99,99
BETALL_WM_8A,12,Flowers,,,,,,,,9,10,12,12,16,17,18,,,,,,,,,,,,,,,,,100,101,102,,,92,,NA,,,,
BETPAP_GR_8,12,Leaves,,,,,,,,,,,,,,,18,18,19,,,,,,,,,,,,,,,,,,,,92,"102,93",94,96,98,99
BETPAP_GR_8,12,Flowers,,,,,,,,,,,9,10,14,17,,,,,,,,,,,,,,,,,100,101,101,102,,91,94,NA,,,,
BETPOP_GR_5C,12,Leaves,,,,,,,,,,,,,,,18,19,,,,,,,,,,,,78,78,79,100m,100/100m,100/100m,101/101m,101/101m,102/102m,,"102,92",96,98,99,99
BETPOP_GR_5C,12,Flowers,,,,,,,,,,9,9,10,10,17,,,,,,,,,71,72/101,72/100m,72/100m,78/100m,100m,100m,100m,100,101/92,,93,93,93,,102m,,,,
BETALL_WM_8B,12,Leaves,,,,,,,,,,52,57,61,63,64,18,18,19,,,,,,,,,,,,,,,,,,,,95,"102,95",97,98,99,99
BETALL_WM_8B,12,Flowers,,,,,,,9,10,11,11,12,13,16,19,,,,,,,,,,,,,,,,,100/92,100/92,100/92,101/92,102/92,102/95,,NA,,,,
SAMRAC_HF_A,13,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,91",93,97,98,99
SAMRAC_HF_A,13,Flowers,10,10,10,11,11,12,15,17,18,19,,,,,,,,59,,,,62,67,68,68/72,74,77,77,77,78,79,,,,100,102,91,NA,,,,
VACMYR_WM_5,13,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,93,97,99
VACMYR_WM_5,13,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,
DIELON_WM_1A,13,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,100,101,102,92,92,92,"102,92",92,93,94,97
DIELON_WM_1A,13,Flowers,,,,9,10,10,12,16,19,,,,,,,,,51,,61,64,67,68/71,68/71,74,74,75,75,75,76,76/92,77/92,77/92,79/92,,,,77,79,,,
SAMRAC_HF_B,13,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,92",92,97,98,99
SAMRAC_HF_B,13,Flowers,10,10,10,11,11,12,14,15,17,18,18,19,,,,,,59,,,,61,67,67,72,76,77,77,79,,92,92,92,92,100/92,102/92,92,NA,,,,
VACMYR_GR_10A,13,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
VACMYR_GR_10A,13,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
DIELON_HF_2A,13,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,100,100,101/79,102/92,94,94,"102,95",95,96,96,98
DIELON_HF_2A,13,Flowers,,,,,,9,15,16,19,,,,,,,,,,61,64,64,64,67/71,68/71,74,74,75,76,76,77,77/92,78/93,78/93,92,,,,77,79,,,
SORAME_SH_1A,13,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,X,,,,
SORAME_SH_1A,13,Flowers,,,,,,,,,,9,10,10,12,18,59,,,,67,69,71,72,73,74,74,74,,,,,,,,,,,,X,,,,
SORAME_SH_1B,13,Leaves,,,,,,,,,,,,,,,18,19,,,,,,,,,,,,,,,,,,,,,,X,,,,
SORAME_SH_1B,13,Flowers,,,,,,,,9,10,11,11,12,15,18,,54,59,59,64,69,72,74,74,74,,,,,,,,,,,,,,X,,,,
DIELON_GR_8,13,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,101,94/101,102/92,92,92,92,"102,93",94,95,95,97
DIELON_GR_8,13,Flowers,,,,,,9,12,15,19,,,,,,,,,57,59,64,67,67,68/71,68/71,68/74,74,74,76,76,77,77/92,94/79,,,,,,NA,,,,
VACMR_GR_10B,13,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
VACMR_GR_10B,13,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
DIELON_HF_2B,13,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,96",96,96,97,99
DIELON_HF_2B,13,Flowers,,,,9,10,10,12,15,18,19,,,,,,,,,59,61,67,67,68/71,68/71,74,75,75,75,75,76,77/93,78/93,78/93,78/93,79/93,95,95,79,79,,,
DIELON_HF_2C,13,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,100,100,101,102,,,102.93,93,94,95,98
DIELON_HF_2C,13,Flowers,,,,,9,9,11,15,18,19,,,,,,,,,61,64,67,67,68/71,72,74,75,76,76,76,77,77,77,78/92,78/92,78/92,92/78,"92, 78",79,79,,,
VACMYR_GR_10C,13,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,101,102,,X,,,,
VACMYR_GR_10C,13,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
SAMRAC_GR_8,13,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,91",93,96,99,99
SAMRAC_GR_8,13,Flowers,10,11,11,12,13,15,17,18,,,,,,,67,68,68/72,73,76,76,77,77,79,,,,,,,,,,,,,,,NA,,,,
DIELON_WM_1B,13,Leaves,,,,52,53,53,55,58,58,58,58,59,63,68,19,,,,,,,,,,,,,,,,,92,92/77,77/92,77/92,92/78,"92, 79","102,91",92,93,94,98
DIELON_WM_1B,13,Flowers,,,,,,,9,10,15,18,19,,,,,,,,61,64,67,67,68/71,68/71,74,75,75,75,76,77,77,77,,,,101,102,79,79,,,
SAMRAC_HF_C,13,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,100,102,91,"102,91",95,98,98,99
SAMRAC_HF_C,13,Flowers,,9,9,10,10,10,11,15,15,17,18,19,,,,,,59,,,,61,68,68/72,74,75,77,77,77,79,,,,,,91,,NA,,,,
DIELON_SH_2A,13,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"192,92",92,94,96,98
DIELON_SH_2A,13,Flowers,,,,,9,10,12,15,18,19,,,,,,,,,61,63,64,64,67/71,72,74,74,74,75,75,76,77,77,77/92,77/92,78/92,78/92,"79, 92",79,79,,,
SORAME_SH_3,13,Leaves,,,,,,,,,,,,,,,17,18,19,,,,,,,,,,,,,,,,,,100,102,,X,,,,
SORAME_SH_3,13,Flowers,,,,,,,,,,,,,,,,,59,,,62,67,67,73,74,75,75,75,75,75,75,75,76,76,76,77,78,"78, 91",X,,,,
DIELON_SH_4,13,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,101,102,76,102,97,97,,98
DIELON_SH_4,13,Flowers,,,,,9,10,12,15,18,18,19,,,,,,,,61,64,64,66,68/72,72,74,74,74,75,75,76,76,76,76,76,76/101,,,NA,,,,
SAMRAC_HF_D,13,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,93",96,98,98,99
SAMRAC_HF_D,13,Flowers,,9,9,10,10,11,14,15,18,18,19,,,,,,,59,,,,60,67,68,68/72,74,78,78,78,79,,,,,100,102/93,93,NA,,,,
DIELON_SH_2B,13,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,92",92,93,94,97
DIELON_SH_2B,13,Flowers,,,,,9,10,15,15,16,17,18,19,,,,,,59,61,63,67,67,72,72,74,75,75,75,76,76,76,76,76,76,76,76,"76, 92",78,78,79,,
DIELON_WM_1C,13,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,100,102,,"102,92",94,94,95,97
DIELON_WM_1C,13,Flowers,,,,,,9,11,12,16,19,,,,,,,,59,61,63,67,67,68/72,68/72,74,75,75,75,76,76,76,76,76,76,77/92,77/92,"77, 92",77,79,,,
MYRGAL_WM_6,14,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,101,,,102.93,93,94,96,99
MYRGAL_WM_6,14,Flowers,,,,,,,,,9,12,14,18,19,,,,,,,,,,,,,,,,,,92,93,93,93,93,93,93,102m,,,,
VIBCAS_WM_7,14,Leaves,,,,62-m,64-m,64-m,65-m,65-m,69-m,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,92",92,93,96,99
VIBCAS_WM_7,14,Flowers,,,,,9,9,12,13,15,16,17,18,18,18,,,,,,,,,,,,,,,,,100,101/91,101/92,101/92,101/92,102/91,92,NA,,,,
SAMRAC_GR_4A,14,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
SAMRAC_GR_4A,14,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,X,,,,
AROMEL_WM_2,14,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,93",95,97,98,99
AROMEL_WM_2,14,Flowers,,,,,9,10,10,11,12,16,17,19,,,59,61,68,68,72,72,73,74,74,74,74,74,74,74,75,76,79/100,101,102,,92,92,93,NA,,,,
VIBCAS_HF_7A,14,Leaves,,,,,,,,,54,57,58,59,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,93",94,96,97,99
VIBCAS_HF_7A,14,Flowers,,,,,9,10,14,15,18,18,18,19,,,59,,,,64,67,71,73,74,75,76,76,76,77,77,77,78/100,100/79,101,101,101/92,93/101,102/92,NA,,,,
VIBCAS_GR_3,14,Leaves,,,,,,,,51,52,54,56,58,59,,19,,,,,,,,,,,,,,,,,,,,,,,"102,91",92,93,94,97
VIBCAS_GR_3,14,Flowers,,,,,9,9,13,14,16,18,18,19,,,59,,,,65,67,72,75,75,75,76,76,77,77,77,78,78/100,78/100,78/101,79/101,101,101/91,"91, 102",79,79,,,
AROMEL_HF_13,14,Leaves,,,,,,,,52,54,57,58,58,59,,19,,,,,,,,,,,,,,,,,,,,,,,"102,93",95,97,98,99
AROMEL_HF_13,14,Flowers,,,,,9,9,11,12,12,16,17,19,,,59,62,68,69,72,73,74,75,75,75,75,75,75,75,75,75,75,76/100,78/101,79/102,102,91,93,79,79,79,79,
DIELON_GR_6,14,Leaves,,,,,,,,54,56,58,58,58,59,,19,,,,,,,,,,,,,,,,,,,,,,,"102,95",96,97,97,99
DIELON_GR_6,14,Flowers,,,,,9,9,12,15,18,18,18,19,,,,,,59,61,62,64,65,68/71,68/71,74,74,75,75,75,76,76,92/76,76/92,77/92,78/92,94/79,94,78,79,,,
DIELON_GR_2,14,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,102,,"103,96",97,97,97,98
DIELON_GR_2,14,Flowers,,9,9,9,10,11,15,17,19,,,,,,,,,,59,61,63,64,68/71,68/74,68/74,74,75,75,75,75,75/92,92/75,75/92,77/93,77/93,79/95,95,77,79,,,
AROMEL_HF_12,14,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,102,,"102,94",95,97,98,99
AROMEL_HF_12,14,Flowers,,,,9,10,11,12,12,14,17,18,19,,,61,63,68,69,71,73,73,74,74,74,75,75,75,75,75,75,76/100,77/101,79/101,101,102,93,93,79,79,79,79,
MYRGAL_SH_99,14,Leaves,,,,,,,,54,56,57,58,58,59,,19,,,,,,,,,,,,,,,,,,,,,,,"102,97",98,98,98,99
MYRGAL_SH_99,14,Flowers,,,,,,,,,9,10,11,15,18,19,,,,,72,74,74,75,75,75,76,76,76,76,76,77,78/92,79/92,92,94,94,95,96,79,79,79,79,
DIELON_SH_4,14,Leaves,,,,,,,64-f,68-f,68-f,68-f,68-f,69-f,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,95",96,97,97,97
DIELON_SH_4,14,Flowers,,9,9,10,10,11,16,19,,,,,,,,,,59,61,64,64,67,68/71,72,74,74,74,76,76,76,76/68,68/76,76,76/92,78/92,92/79,93,77,78,79,,
SORAME_SH_3,14,Leaves,,,,,,,,,,,,,,,18,18,19,,,,,,,,,,,,,,,100,101,75,,,,"102,97",98,98,99,99
SORAME_SH_3,14,Flowers,,,,,,,,,,,9,9,12,16,,,59,,,61,68,71,74,74,75,75,74,76,74,74,74/94,74/94,74/95,102/95,95,95,96,NA,,,,
BETALL_GR_13,15,Leaves,,,,,,,,,,,,,,,18,19,,,,,,,,,,,,,,,,,,,,,,"102,91",93,97,99,99
BETALL_GR_13,15,Flowers,,,,,,,,,9,10,11,12,15,18,,,,,,,,,,,,,,,,,,100,100,101,102,91,91,NA,,,,
BETALL_GR_14,15,Leaves,,,,,,,,,,,,,,,18,18,19,,,,,,,,,,,,,,,,,,,,,"02,92",96,98,99,99
BETALL_GR_14,15,Flowers,,,,,,,,,9,10,11,12,15,18,,,,,,,,,,,,,,,,,100,100,100,101,102,,91,NA,,,,
ALNINC_SH_4,15,Leaves,,,,,,,,,,,,,,,18,18,18,18,19,,,,,,,,,,,75,75,76/100,100/100m,100/101m,101/101m,101/101m,"102, 101m","102,98",98,98,98,99
ALNINC_SH_4,15,Flowers,,,,,,9,10,11,12,15,17,18,18,18,,,,,72,73,74,74,75,75,75,75,75/100m,75/100m,75/100m,100m,100/100m,100m,76,76,78/93,79/93,96,"102m,79",,,,
BETPOP_WM_9,15,Leaves,65-m,65-m; 62-f,65-m; 62-f,67-m; 64-f,69-m; 68-f,68-f,69-f,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,91",94,96,98,99
BETPOP_WM_9,15,Flowers,,,,,,,9,9,11,14,15,17,18,19,,,,,,,,,,,,,,,,,100m/100,100/100m,100/100m,100/100m,100/100m,102/102m,91,102m,,,,
AMECAN_SH_3,15,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,101,101,101,101,102,,X,,,,
