id,species,site,ind,leaf,SLA,LDMC,year
SPITOM_HF_9A_2,SPITOM,HF,9A,2,27.30953649,309.7359736,2019
DIELON_HF_4_1,DIELON,HF,4,1,17.96508643,310.2203345,2019
MYRGAL_SH_1_2,MYRGAL,SH,1,2,23.99026764,310.4229607,2022
BETALL_SH_9_1,BETALL,SH,9,1,23.02463361,310.5151046,2019
VIBCAS_WM_9A_1,VIBCAS,WM,9A,1,15.53939469,310.5323852,2019
SORAME_GR_9A_2,SORAME,GR,9A,2,28.23769245,310.6427221,2019
ALNINC_SH_8_2,ALNINC,SH,8,2,18.0271182,311.3310442,2019
AROMEL_HF_4_2,AROMEL,HF,4,2,17.32021402,311.4971751,2019
VIBCAS_WM_9A_1,VIBCAS,WM,9A,1,15.84805195,311.7976959,2022
VIBCAS_GR_9_1,VIBCAS,GR,9,1,17.94322483,312.1824412,2022
DIELON_GR_2_2,DIELON,GR,2,2,23.60643378,312.2498627,2019
VIBCAS_SH_1_2,VIBCAS,SH,1,2,19.32329635,312.3401587,2022
VIBCAS_SH_5B_2,VIBCAS,SH,5B,2,17.69221968,312.5,2022
MYRGAL_SH_1_1,MYRGAL,SH,1,1,19.24895688,312.6086957,2019
SPIALB_WM_7B_1,SPIALB,WM,7B,1,29.5624469,312.9070849,2019
ACEPEN_WM_5_2,ACEPEN,WM,5,2,21.4660571,313.1767338,2019
DIELON_GR_5B_2,DIELON,GR,5B,2,27.65085911,313.6587048,2022
VIBCAS_SH_5A_2,VIBCAS,SH,5A,2,12.12289112,313.6692052,2019
SPIALB_HF_4A_2,SPIALB,HF,4A,2,25.36085826,313.877551,2019
AROMEL_WM_7_2,AROMEL,WM,7,2,19.51299461,314.0441176,2019
BETALL_SH_9_2,BETALL,SH,9,2,20.85246733,314.063745,2019
SPITOM_SH_99_1,SPITOM,SH,99,1,36.56989247,314.1891892,2022
ALNINC_HF_9_2,ALNINC,HF,9,2,20.37000974,314.2420028,2019
BETPAP_GR_9_2,BETPAP,GR,9,2,18.12419282,314.4440786,2019
SPIALB_WM_5_2,SPIALB,WM,5,2,32.06333973,314.4711031,2019
SORAME_SH_3_2,SORAME,SH,3,2,24.27037364,314.4795682,2019
BETPOP_GR_5C_1,BETPOP,GR,5C,1,21.00451076,314.628821,2019
VIBCAS_GR_9_2,VIBCAS,GR,9,2,19.12670409,314.7003155,2022
BETPOP_GR_3_2,BETPOP,GR,3,2,25.27210884,314.9284254,2022
DIELON_WM_2,DIELON,WM,2,2,21.46885597,315.0407647,2019
MYRGAL_SH_2B_1,MYRGAL,SH,2B,1,27.72155689,315.0646165,2022
SPITOM_HF_6_2,SPITOM,HF,6,2,24.71647433,315.1097179,2019
VIBCAS_WM_9B_2,VIBCAS,WM,9B,2,14.6951432,315.1295564,2019
SPIALB_SH_4B_2,SPIALB,SH,4B,2,29.64803313,315.1370161,2019
SPIALB_GR_12B_2,SPIALB,GR,12B,2,33.52186589,315.2573529,2019
MYRGAL_GR_8D_2,MYRGAL,GR,8D,2,22.76147479,315.3024911,2019
SPITOM_WM_5C_2,SPITOM,WM,5C,2,29.35550936,315.3064569,2019
DIELON_HF_2_2,DIELON,HF,2,2,18.84297521,315.7569721,2019
SPITOM_WM_5E_2,SPITOM,WM,5E,2,26.38109306,315.7649254,2019
BETPOP_WM_9_2,BETPOP,WM,9,2,19.99822127,316.0913078,2019
DIELON_GR_5A_2,DIELON,GR,5A,2,23.0592149,316.4210526,2019
ALNINC_HF_9_2,ALNINC,HF,9,2,18.29550657,316.9755774,2019
AROMEL_HF_10_2,AROMEL,HF,10,2,18.50489802,317.3802243,2019
BETPAP_SH_1A_1,BETPAP,SH,1A,1,11.27054795,317.4718226,2022
ALNINC_GR_8A_2,ALNINC,GR,8A,2,22.78193366,317.6987579,2022
ACEPEN_WM_5_1,ACEPEN,WM,5,1,21.68976502,317.7076125,2019
DIELON_GR_5C_2,DIELON,GR,5C,2,25.33105726,317.9011797,2019
BETALL_SH_7_2,BETALL,SH,7,2,26.55008301,317.9658631,2022
ALNINC_GR_8A_2,ALNINC,GR,8A,2,17.7509113,318.1701031,2019
ALNINC_GR_11_2,ALNINC,GR,11,2,18.29962316,318.3108935,2019
BETPAP_HF_16A_1,BETPAP,HF,16A,1,17.73777005,318.4478084,2019
BETPAP_HF_16_1,BETPAP,HF,16,1,18.27167295,318.4672207,2019
ACEPEN_HF_12_1,ACEPEN,HF,12,1,23.09803207,318.4735553,2022
DIELON_HF_3_2,DIELON,HF,3,2,23.47138643,318.4833055,2022
VIBCAS_GR_12B_2,VIBCAS,GR,12B,2,17.04565113,318.4879094,2022
BETALL_GR_13_2,BETALL,GR,13,2,18.41176169,318.7796499,2019
VIBCAS_GR_12B_1,VIBCAS,GR,12B,1,13.30511247,318.8492736,2022
BETPOP_GR_5A_1,BETPOP,GR,5A,1,17.39005343,318.8728702,2019
ALNINC_WM_5_1,ALNINC,WM,5,1,18.4441198,318.9426523,2019
SPIALB_WM_2B_1,SPIALB,WM,2B,1,27.5530474,318.9804147,2022
VIBCAS_WM_4_1,VIBCAS,WM,4,1,15.41283689,319.1388868,2019
DIELON_HF_1A_2,DIELON,HF,1A,2,24.31953492,319.3959732,2019
SPITOM_HF_9B_1,SPITOM,HF,9B,1,26.02122016,319.4915254,2019
BETPOP_WM_7_2,BETPOP,WM,7,2,19.48923893,319.5136536,2019
BETALL_SH_5_2,BETALL,SH,5,2,17.84715836,319.6355085,2019
DIELON_HF_2C_2,DIELON,HF,2C,2,25.62355415,319.986541,2019
BETPAP_HF_16_2,BETPAP,HF,16,2,17.91603579,320.0440529,2019
ALNINC_GR_1_1,ALNINC,GR,1,1,23.34715868,320.0629533,2019
SPIALB_GR_3_2,SPIALB,GR,3,2,24.81097561,320.1561737,2022
SPIALB_GR_7_2,SPIALB,GR,7,2,32.34428795,320.172362,2019
VIBCAS_GR_5_2,VIBCAS,GR,5,2,17.60586319,320.3199722,2022
BETPOP_HF_3_1,BETPOP,HF,3,1,19.69840021,320.4605623,2019
DIELON_HF_1A_1,DIELON,HF,1A,1,19.45660377,320.5645161,2019
SPIALB_WM_5_1,SPIALB,WM,5,1,29.55863263,320.883088,2019
VIBCAS_GR_12A_1,VIBCAS,GR,12A,1,15.06345178,321.1280233,2022
DIELON_HF_2B_1,DIELON,HF,2B,1,21.65761437,321.2751678,2019
AROMEL_WM_7_1,AROMEL,WM,7,1,20.22720247,321.5386145,2022
SPIALB_GR_12A_1,SPIALB,GR,12A,1,31.06198943,321.6383308,2019
VIBCAS_SH_5A_1,VIBCAS,SH,5A,1,12.94019682,321.8810916,2019
VIBCAS_SH_9_2,VIBCAS,SH,9,2,15.77799166,322.081769,2019
ALNINC_SH_8_1,ALNINC,SH,8,1,18.22376933,322.1714966,2019
BETALL_WM_8B_2,BETALL,WM,8B,2,19.4677209,322.2738855,2019
BETPAP_GR_8_1,BETPAP,GR,8,1,18.82160625,322.5140971,2019
VIBCAS_SH_5C_1,VIBCAS,SH,5C,1,16.0648855,322.7263396,2022
BETALL_SH_9_2,BETALL,SH,9,2,18.3322962,322.7833572,2019
ALNINC_HF_9_2,ALNINC,HF,9,2,19.01580429,322.9166667,2019
ALNINC_GR_1_2,ALNINC,GR,1,2,19.89644878,322.9363326,2019
Vibcas_HF_7A_1,VIBCAS,HF,7A,1,NA,323.099851,2022
AROMEL_HF_4_1,AROMEL,HF,4,1,16.6752348,323.1629393,2019
DIELON_GR_5B_1,DIELON,GR,5B,1,26.5800227,323.3264827,2022
ALNINC_WM_5A_1,ALNINC,WM,5A,1,25.84881383,323.364972,2022
ALNINC_SH_5_1,ALNINC,SH,5,1,20.53260291,323.4801871,2019
ALNINC_HF_9_1,ALNINC,HF,9,1,18.7623661,323.5255165,2019
ALNINC_WM_2B_1,ALNINC,WM,2B,1,21.43381482,323.6015326,2019
SORAME_GR_9C_2,SORAME,GR,9C,2,23.45690061,323.6280488,2019
DIELON_WM_1,DIELON,WM,1,1,20.03772229,323.9453011,2019
SPITOM_WM_5_1,SPITOM,WM,5,1,28.94014963,324.040404,2019
ALNINC_WM_5A_1,ALNINC,WM,5A,1,17.32242816,324.1532258,2019
BETALL_WM_9_2,BETALL,WM,9,2,28.76148148,324.5036296,2022
SPITOM_SH_99_2,SPITOM,SH,99,2,30.30494217,324.5733788,2019
VIBCAS_WM_9A_1,VIBCAS,WM,9A,1,15.47592593,324.6558047,2022
SPITOM_SH_9_1,SPITOM,SH,9,1,34.5971979,324.7085584,2019
BETPAP_GR_8_2,BETPAP,GR,8,2,19.09234412,324.8123054,2019
BETALL_SH_4B_1,BETALL,SH,4B,1,19.35113749,324.8714653,2019
AROMEL_WM_2_2,AROMEL,WM,2,2,20.94089835,324.8847926,2022
SPIALB_GR_12B_1,SPIALB,GR,12B,1,32.28256071,324.964132,2019
SORAME_GR_9A_1,SORAME,GR,9A,1,27.55284658,325.0158061,2019
ACEPEN_HF_12_2,ACEPEN,HF,12,2,22.97325103,325.134189,2019
SPITOM_WM_5E_1,SPITOM,WM,5E,1,27.80869565,325.2262443,2019
DIELON_HF_4_1,DIELON,HF,4,1,21.7748184,325.2929014,2022
MYRGAL_SH_2A_2,MYRGAL,SH,2A,2,23.68786127,325.310267,2022
VIBCAS_GR_3_1,VIBCAS,GR,3,1,15.41234739,325.5343082,2019
ALNINC_HF_9_1,ALNINC,HF,9,1,20.51150034,325.5835814,2019
SPIALB_WM_7A_2,SPIALB,WM,7A,2,34.81266491,325.6013746,2022
SPITOM_HF_9B_2,SPITOM,HF,9B,2,27.06750112,325.6186317,2019
ACEPEN_HF_12_2,ACEPEN,HF,12,2,23.83763028,325.637476,2022
ALNINC_HF_5_2,ALNINC,HF,5,2,17.74531623,325.6423771,2019
AROMEL_HF_13_1,AROMEL,HF,13,1,14.17385305,325.7913467,2019
ALNINC_SH_4_1,ALNINC,SH,4,1,17.94895678,325.8270106,2019
SPITOM_WM_4A_2,SPITOM,WM,4A,2,36.5256917,326.1570195,2022
VIBCAS_GR_10_1,VIBCAS,GR,10,1,17.31242673,326.3135747,2022
SPIALB_HF_4B_2,SPIALB,HF,4B,2,24.81829574,326.5139116,2019
BETALL_SH_4_1,BETALL,SH,4,1,23.14681725,326.5935687,2022
ALNINC_WM_5_2,ALNINC,WM,5,2,18.0435587,326.7184801,2019
BETALL_WM_8_2,BETALL,WM,8,2,23.09368421,326.7692837,2022
BETALL_SH_9_1,BETALL,SH,9,1,18.97433636,326.7723343,2019
VIBCAS_GR_5_1,VIBCAS,GR,5,1,14.66142558,326.785072,2022
VIBCAS_GR_3_2,VIBCAS,GR,3,2,15.87846025,326.8445744,2019
VIBCAS_SH_5_1,VIBCAS,SH,5,1,17.074845,326.8579369,2022
AROMEL_HF_8B_1,AROMEL,HF,8B,1,18.014862,326.9698022,2022
SPITOM_WM_5C_1,SPITOM,WM,5C,1,27.48074807,327.0372369,2019
SORAME_GR_9B_2,SORAME,GR,9B,2,25.43365634,327.1500314,2019
ALNINC_WM_5A_2,ALNINC,WM,5A,2,26.7751046,327.3412087,2022
DIELON_GR_5C_1,DIELON,GR,5C,1,28.64316636,327.5931929,2022
ALNINC_HF_1_1,ALNINC,HF,1,1,16.88545513,327.7412608,2019
BETALL_SH_7_1,BETALL,SH,7,1,19.53149401,327.836679,2019
MYRGAL_GR_8D_2,MYRGAL,GR,8D,2,27.09493671,328.1753038,2022
SPIALB_GR_7_1,SPIALB,GR,7,1,32.87600189,328.1757698,2019
SORAME_GR_9D_1,SORAME,GR,9D,1,20.58347992,328.2432432,2019
VIBCAS_GR_12A_1,VIBCAS,GR,12A,1,16.45415848,328.3094322,2022
BETALL_WM_9_1,BETALL,WM,9,1,24.54528302,328.4241836,2022
DIELON_HF_1B_2,DIELON,HF,1B,2,20.41761266,328.4745763,2019
ALNINC_WM_5B_2,ALNINC,WM,5B,2,17.52525015,328.5030864,2019
AROMEL_WM_15_2,AROMEL,WM,15,2,15.48696462,328.520739,2022
BETALL_SH_4B_2,BETALL,SH,4B,2,21.45179462,328.7301587,2019
AMECAN_GR_10_2,AMECAN,GR,10,2,17.30913252,328.7624389,2019
VIBCAS_WM_10_1,VIBCAS,WM,10,1,14.47726666,328.9142523,2019
DIELON_HF_3_1,DIELON,HF,3,1,22.73144399,329.0335472,2022
AROMEL_HF_8A_1,AROMEL,HF,8A,1,16.93983592,329.3305314,2022
AMECAN_GR_10_1,AMECAN,GR,10,1,19.20232208,329.4375974,2019
BETPOP_HF_5_1,BETPOP,HF,5,1,18.43191543,329.5272325,2019
BETPAP_GR_8_2,BETPAP,GR,8,2,23.16464424,329.6363636,2019
ALNINC_GR_11B_2,ALNINC,GR,11B,2,21.24810127,329.8538622,2022
ALNINC_GR_1_2,ALNINC,GR,1,2,24.34853029,329.9030279,2022
DIELON_HF_2C_1,DIELON,HF,2C,1,34.21730382,330.0132802,2022
AROMEL_HF_10_1,AROMEL,HF,10,1,15.01339585,330.0906478,2022
DIELON_HF_4_2,DIELON,HF,4,2,18.96718576,330.1384452,2022
SPIALB_HF_8_1,SPIALB,HF,8,1,30.18011527,330.201023,2019
SPIALB_SH_4A_2,SPIALB,SH,4A,2,31.67055167,330.2116742,2019
VIBCAS_WM_9B_1,VIBCAS,WM,9B,1,16.80371517,330.2658487,2022
BETALL_SH_4_2,BETALL,SH,4,2,22.17635596,330.2726707,2022
ALNINC_WM_2B_2,ALNINC,WM,2B,2,18.35542522,330.4263566,2019
AROMEL_HF_8A_1,AROMEL,HF,8A,1,15.34278683,330.467449,2019
BETPOP_HF_3_2,BETPOP,HF,3,2,19.18494996,330.5133261,2019
VIBCAS_WM_7_2,VIBCAS,WM,7,2,18.17910448,330.5822194,2019
SPIALB_GR_5_2,SPIALB,GR,5,2,28.0881711,330.5916306,2019
SPIALB_SH_4A_1,SPIALB,SH,4A,1,33.58139535,330.6166385,2019
ALNINC_HF_9_1,ALNINC,HF,9,1,21.02737882,330.9369616,2022
ALNINC_HF_8_2,ALNINC,HF,8,2,18.72201493,330.9820686,2019
BETPAP_HF_16A_2,BETPAP,HF,16A,2,17.19627162,331.1737089,2019
MYRGAL_GR_8D_1,MYRGAL,GR,8D,1,24.61494253,331.1762467,2022
VIBCAS_WM_9B_1,VIBCAS,WM,9B,1,16.04422254,331.4420804,2022
DIELON_HF_1A_1,DIELON,HF,1A,1,3.255817378,331.6077359,2022
SPIALB_SH_9B_1,SPIALB,SH,9B,1,26.99168975,331.8014706,2019
Spialb_HF_4A_2,SPIALB,HF,4A,2,35.98928571,331.8715183,2022
VIBCAS_WM_4_1,VIBCAS,WM,4,1,15.05744125,331.9538038,2022
ALNINC_WM_5B_1,ALNINC,WM,5B,1,17.61986124,332.4268503,2019
VIBCAS_WM_4_1,VIBCAS,WM,4,1,14.08451417,332.5367709,2022
VIBCAS_GR_12A_2,VIBCAS,GR,12A,2,14.3757855,332.6458374,2022
DIELON_GR_2_1,DIELON,GR,2,1,23.96722431,332.6644961,2019
ALNINC_SH_1_1,ALNINC,SH,1,1,20.16411787,333.0894533,2019
AROMEL_WM_5_2,AROMEL,WM,5,2,18.95128155,333.0943691,2019
VIBCAS_SH_9_1,VIBCAS,SH,9,1,16.16666667,333.1096333,2019
SORAME_GR_9B_1,SORAME,GR,9B,1,23.22841237,333.6731844,2019
AMECAN_GR_10B_1,AMECAN,GR,10B,1,17.79100764,333.880538,2019
BETPOP_HF_5_2,BETPOP,HF,5,2,15.13028409,334.029357,2019
VIBCAS_GR_12B_2,VIBCAS,GR,12B,2,13.99831721,334.1439757,2022
VIBCAS_HF_7_2,VIBCAS,HF,7,2,14.60700149,334.1521231,2019
Spialb_HF_4A_1,SPIALB,HF,4A,1,40.30627306,334.2790181,2022
VIBCAS_WM_4_2,VIBCAS,WM,4,2,14.46659708,334.43882,2022
MYRGAL_SH_99_2,MYRGAL,SH,99,2,18.68794326,334.519573,2019
ACESPI_GR_4_1,ACESPI,GR,4,1,21.82311045,334.7329467,2019
Vibcas_HF_7A_2,VIBCAS,HF,7A,2,NA,334.9011303,2022
SPIALB_WM_7A_1,SPIALB,WM,7A,1,35.88086643,335.0063494,2022
AROMEL_HF_13_2,AROMEL,HF,13,2,14.19727891,335.2464936,2019
BETPOP_GR_3_1,BETPOP,GR,3,1,19.31738759,335.3385417,2019
SAMRAC_GR_8_1,SAMRAC,GR,8,1,24.72359209,335.3409555,2022
ALNINC_WM_5B_2,ALNINC,WM,5B,2,19.75129803,335.3414354,2022
AROMEL_HF_10_1,AROMEL,HF,10,1,16.38634879,335.3778751,2019
Betpop_HF_16A_2,BETPOP,HF,16A,2,NA,335.430353,2022
VIBCAS_HF_7_1,VIBCAS,HF,7,1,15.4797486,335.433698,2019
DIELON_SH_4_1,DIELON,SH,4,1,18.77603332,335.4951985,2019
AROMEL_HF_12_2,AROMEL,HF,12,2,15.13232514,335.61021,2022
VIBCAS_SH_5_2,VIBCAS,SH,5,2,14.46985373,335.6564641,2022
VIBCAS_GR_12B_2,VIBCAS,GR,12B,2,12.7940368,335.7546145,2019
ALNINC_HF_9_2,ALNINC,HF,9,2,17.83560739,335.7635468,2019
ALNINC_SH_5_2,ALNINC,SH,5,2,18.1531769,335.7825779,2019
VIBCAS_SH_1B_2,VIBCAS,SH,1B,2,16.2996134,336.3092658,2022
Spitom_GR_2C_2,SPITOM,GR,2C,2,36.765,336.473755,2022
DIELON_HF_2C_2,DIELON,HF,2C,2,30.17357143,336.8623677,2022
DIELON_HF_2B_1,DIELON,HF,2B,1,24.34260615,336.8763718,2022
ALNINC_SH_1_2,ALNINC,SH,1,2,19.31402597,336.8793503,2019
BETPOP_GR_3_2,BETPOP,GR,3,2,19.28727322,337.2900851,2019
AMECAN_GR_10B_1,AMECAN,GR,10B,1,16.7772424,337.4609131,2019
SPITOM_WM_4A_2,SPITOM,WM,4A,2,28.82978723,337.5690608,2019
AMECAN_SH_4_2,AMECAN,SH,4,2,18.25624049,337.673716,2019
VIBCAS_SH_5B_1,VIBCAS,SH,5B,1,14.96117936,337.7817614,2022
SPIALB_HF_8_2,SPIALB,HF,8,2,27.29496403,338.2982866,2019
DIELON_GR_8_2,DIELON,GR,8,2,18.26281841,338.4017758,2019
VIBCAS_GR_10_1,VIBCAS,GR,10,1,16.95566502,338.4320427,2022
ALNINC_GR_1_1,ALNINC,GR,1,1,23.42004264,338.6403841,2022
MYRGAL_WM_6A_2,MYRGAL,WM,6A,2,22.05818182,338.7533875,2022
ALNINC_GR_8_1,ALNINC,GR,8,1,16.478602,338.7741787,2022
AROMEL_HF_12_2,AROMEL,HF,12,2,11.57600208,339.039887,2019
SPITOM_SH_99_2,SPITOM,SH,99,2,34.44711538,339.2041748,2022
ALNINC_HF_9_2,ALNINC,HF,9,2,22.46004206,339.243035,2022
ALNINC_SH_5_2,ALNINC,SH,5,2,21.59913482,339.3770339,2022
ALNINC_GR_11_2,ALNINC,GR,11,2,20.93945634,339.7277141,2019
SPITOM_HF_6A_2,SPITOM,HF,6A,2,27.09552496,339.7660819,2019
DIELON_HF_1B_1,DIELON,HF,1B,1,19.63376954,339.828912,2019
BETPOP_WM_7_2,BETPOP,WM,7,2,20.33850932,339.9313803,2022
DIELON_GR_5C_2,DIELON,GR,5C,2,29.03186097,339.9803053,2022
VIBCAS_GR_10_1,VIBCAS,GR,10,1,13.11971723,340.0278697,2019
VIBCAS_GR_10_2,VIBCAS,GR,10,2,16.93397129,340.0530418,2022
AROMEL_HF_12_1,AROMEL,HF,12,1,15.84962913,340.3718155,2022
VIBCAS_WM_9A_2,VIBCAS,WM,9A,2,13.8017094,340.4395647,2022
VIBCAS_SH_1_1,VIBCAS,SH,1,1,18.46101695,340.5417885,2022
VIBCAS_SH_5C_1,VIBCAS,SH,5C,1,13.54786204,340.8095952,2019
Betpop_HF_16A_1,BETPOP,HF,16A,1,NA,340.9090909,2022
AROMEL_HF_12_1,AROMEL,HF,12,1,14.64252932,341.1324693,2022
SPIALB_HF_10_1,SPIALB,HF,10,1,30.65246338,341.2860713,2019
MYRGAL_SH_99_1,MYRGAL,SH,99,1,18.88530928,341.3990321,2019
SORAME_SH_3A_2,SORAME,SH,3A,2,24.07502313,341.401181,2019
SPITOM_WM_4A_1,SPITOM,WM,4A,1,37.19277108,341.4232826,2022
DIELON_WM_1B_2,DIELON,WM,1B,2,19.74239281,341.4403778,2019
VIBCAS_GR_10_2,VIBCAS,GR,10,2,15.80298507,341.4882773,2022
AROMEL_HF_13_2,AROMEL,HF,13,2,15.1026694,341.570617,2022
BETPOP_HF_4_1,BETPOP,HF,4,1,17.01500682,341.5816208,2019
BETPOP_HF_4_2,BETPOP,HF,4,2,16.55678072,341.5912709,2019
DIELON_HF_2C_1,DIELON,HF,2C,1,21.92715089,341.9953425,2019
AROMEL_WM_15_1,AROMEL,WM,15,1,16.64233577,342.20668,2022
SPIALB_WM_4A_1,SPIALB,WM,4A,1,23.79413974,342.291372,2019
SPIALB_WM_4C_2,SPIALB,WM,4C,2,26.54890415,342.5210084,2019
MYRGAL_WM_6A_2,MYRGAL,WM,6A,2,18.59071274,342.5823159,2019
ALNINC_HF_9_1,ALNINC,HF,9,1,17.13287299,342.7280551,2019
BETPAP_GR_8_2,BETPAP,GR,8,2,20.32462391,342.8959276,2019
SPIALB_GR_12A_2,SPIALB,GR,12A,2,35.01017812,342.9319372,2022
VIBCAS_SH_5C_2,VIBCAS,SH,5C,2,14.32525952,342.9938744,2019
AROMEL_HF_10_2,AROMEL,HF,10,2,18.06269592,343.0107527,2022
AROMEL_WM_5_2,AROMEL,WM,5,2,19.78654469,343.2328122,2019
ALNINC_GR_8A_1,ALNINC,GR,8A,1,23.25657143,343.2718713,2022
SPITOM_GR_1A_2,SPITOM,GR,1A,2,23.39144647,343.4050514,2019
BETPOP_GR_5_2,BETPOP,GR,5,2,17.97574404,343.558114,2019
QUEALB_HF_4B_2,QUEALB,HF,4B,2,25.56441939,343.6108821,2019
DIELON_HF_4_2,DIELON,HF,4,2,15.05614434,343.8611714,2019
ALNINC_SH_5_1,ALNINC,SH,5,1,19.28429319,343.8839077,2022
BETALL_WM_8A_1,BETALL,WM,8A,1,22.77503968,343.9942529,2019
SPITOM_SH_99B_2,SPITOM,SH,99B,2,22.20309811,344.1263574,2019
SPITOM_HF_13_2,SPITOM,HF,13,2,25.16356639,344.1501104,2019
SPIALB_WM_4C_1,SPIALB,WM,4C,1,37.71219512,344.2485306,2022
DIELON_HF_2A_1,DIELON,HF,2A,1,22.19701987,344.3557583,2022
ALNINC_GR_8B_2,ALNINC,GR,8B,2,19.94790548,344.7573553,2022
VIBCAS_WM_10_2,VIBCAS,WM,10,2,14.34660926,345.4387705,2019
ALNINC_HF_1_2,ALNINC,HF,1,2,17.54593242,345.444798,2019
VIBCAS_SH_1B_1,VIBCAS,SH,1B,1,16.26465426,345.5176094,2022
DIELON_SH_4_2,DIELON,SH,4,2,18.74926901,345.5330757,2022
SORAME_SH_3A_1,SORAME,SH,3A,1,21.5346211,345.6244864,2019
AROMEL_HF_12_2,AROMEL,HF,12,2,14.60028885,345.9006759,2019
BETPOP_GR_5B_1,BETPOP,GR,5B,1,23.45033113,346.0921384,2022
ACESPI_GR_4_2,ACESPI,GR,4,2,21.50226532,346.2311143,2019
ALNINC_GR_11_1,ALNINC,GR,11,1,18.18715305,346.438089,2022
VIBCAS_GR_10_2,VIBCAS,GR,10,2,13.98420971,346.6044249,2019
SPITOM_GR_2C_1,SPITOM,GR,2C,1,25.73422669,347.0930233,2019
ALNINC_SH_3_1,ALNINC,SH,3,1,18.45248914,347.1448102,2019
AMECAN_GR_10B_2,AMECAN,GR,10B,2,18.1601009,347.2805503,2019
ALNINC_GR_8B_1,ALNINC,GR,8B,1,21.92176871,347.6273057,2022
BETALL_GR_14_1,BETALL,GR,14,1,21.74091333,347.6654894,2019
DIELON_HF_2_2,DIELON,HF,2,2,20.21692411,347.7834353,2022
QUEALB_HF_4B_1,QUEALB,HF,4B,1,24.19720334,347.9021651,2019
AROMEL_WM_5_1,AROMEL,WM,5,1,18.9578714,347.9938272,2019
SPIALB_GR_12A_1,SPIALB,GR,12A,1,34.69350649,348.4162896,2022
BETPOP_WM_7_2,BETPOP,WM,7,2,25.06837607,348.4365029,2022
DIELON_GR_6_1,DIELON,GR,6,1,16.6250992,348.4495358,2019
SPITOM_GR_1_1,SPITOM,GR,1,1,21.41444115,348.6206897,2019
SPIALB_SH_7B_2,SPIALB,SH,7B,2,26.62523901,348.6666667,2019
SPITOM_SH_99_1,SPITOM,SH,99,1,29.14619883,348.6949429,2019
SORAME_SH_1B_1,SORAME,SH,1B,1,20.55554463,348.6966662,2019
SPITOM_GR_1B_1,SPITOM,GR,1B,1,22.96256104,348.7887964,2019
SORAME_SH_1A_1,SORAME,SH,1A,1,19.42120447,348.8050314,2019
BETPOP_GR_5_1,BETPOP,GR,5,1,17.41005603,348.8683128,2019
SPIALB_WM_4B_1,SPIALB,WM,4B,1,23.03148076,349.1180461,2019
DIELON_HF_2A_2,DIELON,HF,2A,2,21.73394495,349.3589744,2022
QUEALB_HF_4_2,QUEALB,HF,4,2,25.12226735,350.1399289,2019
ALNINC_SH_6_2,ALNINC,SH,6,2,17.72577417,350.2268041,2019
DIELON_HF_2_1,DIELON,HF,2,1,19.27440828,350.4588107,2022
DIELON_HF_2B_2,DIELON,HF,2B,2,21.08378016,350.5062607,2022
SPITOM_HF_5_2,SPITOM,HF,5,2,22.65151515,350.6907545,2019
DIELON_WM_1A_1,DIELON,WM,1A,1,23.58716707,350.7430998,2022
DIELON_WM_1B_1,DIELON,WM,1B,1,21.32317208,350.9302326,2019
BETPOP_WM_8_2,BETPOP,WM,8,2,18.59347636,350.9796389,2019
DIELON_SH_4_1,DIELON,SH,4,1,20.76699029,350.9796763,2022
BETPOP_GR_5B_2,BETPOP,GR,5B,2,22.00791855,351.0165184,2022
BETALL_SH_5_2,BETALL,SH,5,2,24.82057143,351.3421269,2022
AROMEL_WM_2_1,AROMEL,WM,2,1,17.30582524,351.3559611,2022
AROMEL_WM_7_2,AROMEL,WM,7,2,16.91666667,351.5225833,2022
SPITOM_SH_9_1,SPITOM,SH,9,1,30.75308642,351.5625,2022
AROMEL_HF_8B_2,AROMEL,HF,8B,2,13.22370937,351.8094982,2019
BETPOP_WM_7_2,BETPOP,WM,7,2,18.18514644,351.8802527,2019
SORAME_SH_1A_2,SORAME,SH,1A,2,20.79507279,352.2404544,2019
SPIALB_GR_12_1,SPIALB,GR,12,1,32.1454219,352.3086654,2019
SPIALB_HF_8_1,SPIALB,HF,8,1,32.0380117,352.6863979,2022
SPITOM_SH_99B_1,SPITOM,SH,99B,1,24.47641886,352.8913963,2019
SORAME_SH_3_2,SORAME,SH,3,2,25.86342613,353.1757305,2019
ALNINC_GR_8_2,ALNINC,GR,8,2,16.30956938,353.3867641,2022
BETALL_GR_14_2,BETALL,GR,14,2,19.48670944,353.4557235,2019
MYRGAL_WM_6A_2,MYRGAL,WM,6A,2,25.3744856,353.6603115,2022
DIELON_GR_6_2,DIELON,GR,6,2,19.57484896,353.9241308,2019
SPITOM_GR_1B_2,SPITOM,GR,1B,2,19.20596728,354.0034072,2019
SPIALB_HF_8_2,SPIALB,HF,8,2,27.75690608,354.1381334,2022
SPIALB_WM_4C_1,SPIALB,WM,4C,1,25.75387123,354.265916,2019
SORAME_SH_3B_1,SORAME,SH,3B,1,23.456854,354.3082781,2019
DIELON_HF_2A_1,DIELON,HF,2A,1,24.28782652,354.4104803,2019
MYRGAL_WM_6B_1,MYRGAL,WM,6B,1,22.59323504,354.4420535,2019
AROMEL_HF_12_1,AROMEL,HF,12,1,13.91472474,354.5093795,2019
VIBCAS_WM_4_2,VIBCAS,WM,4,2,12.7344061,354.5766129,2019
