id,species,site,ind,leaf,SLA,LDMC,year
VACMYR_GR_10A_1,VACMYR,GR,10A,1,15.0257732,427.4697025,2019
SPIALB_GR_12B_2,SPIALB,GR,12B,2,21.49023438,427.6288315,2022
SPIALB_HF_2_1,SPIALB,HF,2,1,20.43390805,428.0442804,2022
SPIALB_GR_12B_1,SPIALB,GR,12B,1,22.61985472,428.1567489,2022
MYRGAL_SH_99_2,MYRGAL,SH,99,2,16.34322034,429.0909091,2022
VACMYR_GR_10A_2,VACMYR,GR,10A,2,14.85737571,429.1710388,2019
SPIALB_SH_9B_2,SPIALB,SH,9B,2,23.43652174,430.1316577,2022
BETPOP_GR_3_1,BETPOP,GR,3,1,18.24135157,430.8492201,2022
SPITOM_HF_9_1,SPITOM,HF,9,1,NA,431.292517,2022
SPITOM_SH_99D_1,SPITOM,SH,99D,1,23.64242424,431.372549,2022
SPIALB_SH_1_2,SPIALB,SH,1,2,19.94784173,431.6770186,2022
SPIALB_HF_4A_1,SPIALB,HF,4A,1,22.57333333,432.0276498,2022
SPITOM_GR_1A_1,SPITOM,GR,1A,1,21.35460993,432.2501533,2022
SPITOM_SH_99F_1,SPITOM,SH,99F,1,23.65758755,432.6599327,2019
BETPOP_GR_3_2,BETPOP,GR,3,2,17.61479786,432.9590489,2022
SPITOM_SH_99D_1,SPITOM,SH,99D,1,17.43455497,433.106576,2019
SPIALB_SH_9A_1,SPIALB,SH,9A,1,22.86327078,435.6458771,2022
SAMRAC_HF_A_1,SAMRAC,HF,A,1,14.21858838,438.3543375,2022
AMECAN_SH_4_1,AMECAN,SH,4,1,15.95338983,438.7432608,2022
AMECAN_GR_10_1,AMECAN,GR,10,1,16.89151874,439.3794956,2022
QUERUB_GR_9_1,QUERUB,GR,9,1,19.37704687,439.8884672,2019
AMECAN_GR_10_2,AMECAN,GR,10,2,17.52268245,441.4453635,2022
BETPOP_WM_7_1,BETPOP,WM,7,1,15.89100817,442.0355315,2022
SPIALB_HF_4B_1,SPIALB,HF,4B,1,22.3488045,443.4050514,2019
SPITOM_WM_4B_2,SPITOM,WM,4B,2,23.0259366,446.7811159,2019
SPITOM_SH_99C_1,SPITOM,SH,99C,1,18.61513688,447.0842333,2019
QUERUB_HF_99_2,QUERUB,HF,99,2,17.2337819,451.3339323,2019
VACMYR_GR_10B_2,VACMYR,GR,10B,2,22.75757576,451.4363885,2019
SPITOM_HF_9B_2,SPITOM,HF,9B,2,22,452.5745257,2022
SPIALB_WM_4A_1,SPIALB,WM,4A,1,23.875,455.5808656,2022
AMECAN_SH_4_2,AMECAN,SH,4,2,16.68472222,459.3594488,2022
SPITOM_HF_9B_1,SPITOM,HF,9B,1,20.48615385,460.3399433,2022
SPITOM_GR_1B_1,SPITOM,GR,1B,1,21.36567164,460.4810997,2022
ALNINC_GR_8_2,ALNINC,GR,8,2,16.35028249,463.0524028,2022
BETPOP_WM_8_2,BETPOP,WM,8,2,18.66283525,473.4693878,2022
VACMYR_WM_5_1,VACMYR,WM,5,1,21.91463415,473.9884393,2019
SPITOM_WM_4B_1,SPITOM,WM,4B,1,24.00552486,476.3157895,2019
SPIALB_WM_7B_2,SPIALB,WM,7B,2,20.83414634,478.7482485,2022
ALNINC_HF_9_2,ALNINC,HF,9,2,14.70961348,490.9139563,2022
SPIALB_WM_5_2,SPIALB,WM,5,2,22.532,502.6135907,2022
AMECAN_GR_10B_2,AMECAN,GR,10B,2,15.05050505,508.3440308,2022
SPIALB_WM_5_1,SPIALB,WM,5,1,20,521.7655089,2022
SPITOM_GR_2E_2,SPITOM,GR,2E,2,16.20873269,544.3478261,2019
MYRGAL_WM_6A_1,MYRGAL,WM,6A,1,2.202030457,370.9282621,2022
SPIALB_SH_7_1,SPIALB,SH,7,1,2.36173913,385.6148881,2022
SPITOM_WM_5D_1,SPITOM,WM,5D,1,2.80776699,390.0776368,2022
SPITOM_HF_13_2,SPITOM,HF,13,2,2.58694517,402.3954612,2022
BETALL_WM_9_1,BETALL,WM,9,1,NA,NA,2019
BETALL_WM_9_2,BETALL,WM,9,2,NA,NA,2019
ALNINC_SH_4_2,ALNINC,SH,4,2,NA,NA,2019
SPITOM_GR_2B_2,SPITOM,GR,2B,2,NA,NA,2019
BETPAP_GR_5_1,BETPAP,GR,5,1,NA,NA,2022
BETPAP_GR_5_2,BETPAP,GR,5,2,NA,NA,2022
ALNINC_WM_5_1,ALNINC,WM,5,1,NA,NA,2022
ALNINC_WM_5_2,ALNINC,WM,5,2,NA,NA,2022
BETPAP_SH_1B_1,BETPAP,SH,1B,1,NA,NA,2022
BETPAP_SH_1B_2,BETPAP,SH,1B,2,NA,NA,2022
AMECAN_GR_10_1,AMECAN,GR,10,1,NA,NA,2022
AMECAN_GR_10_2,AMECAN,GR,10,2,NA,NA,2022
BETPAP_GR_5B_1,BETPAP,GR,5B,1,NA,NA,2022
BETPAP_GR_5B_2,BETPAP,GR,5B,2,NA,NA,2022
ACEPEN_WM_5_1,ACEPEN,WM,5,1,NA,NA,2022
ACEPEN_WM_5_2,ACEPEN,WM,5,2,NA,NA,2022
BETPOP_HF_5_1,BETPOP,HF,5,1,NA,NA,2022
BETPOP_HF_5_2,BETPOP,HF,5,2,NA,NA,2022
BETALL_GR_13_1,BETALL,GR,13,1,NA,NA,2022
BETALL_GR_13_2,BETALL,GR,13,2,NA,NA,2022
BETPAP_GR_5A_1,BETPAP,GR,5A,1,NA,NA,2022
BETPAP_GR_5A_2,BETPAP,GR,5A,2,NA,NA,2022
AMECAN_GR_10A_1,AMECAN,GR,10A,1,NA,NA,2022
AMECAN_GR_10A_2,AMECAN,GR,10A,2,NA,NA,2022
BETPAP_GR_8_1,BETPAP,GR,8,1,NA,NA,2022
BETPAP_GR_8_2,BETPAP,GR,8,2,NA,NA,2022
AROMEL_HF_4_1,AROMEL,HF,4,1,NA,NA,2022
AROMEL_HF_4_2,AROMEL,HF,4,2,NA,NA,2022
SPITOM_WM_5E_1,SPITOM,WM,5E,1,NA,NA,2022
SPITOM_WM_5E_2,SPITOM,WM,5E,2,NA,NA,2022
MYRGAL_WM_6A_1,MYRGAL,WM,6A,1,NA,NA,2022
MYRGAL_WM_6A_2,MYRGAL,WM,6A,2,NA,NA,2022
SPITOM_WM_5B_1,SPITOM,WM,5B,1,NA,NA,2022
SPITOM_WM_5B_2,SPITOM,WM,5B,2,NA,NA,2022
MYRGAL_GR_8B_1,MYRGAL,GR,8B,1,NA,NA,2022
MYRGAL_GR_8B_2,MYRGAL,GR,8B,2,NA,NA,2022
MYRGAL_GR_8A_1,MYRGAL,GR,8A,1,NA,NA,2022
MYRGAL_GR_8A_2,MYRGAL,GR,8A,2,NA,NA,2022
SPIALB_HF_4_1,SPIALB,HF,4,1,NA,NA,2022
SPIALB_HF_4_2,SPIALB,HF,4,2,NA,NA,2022
MYRGAL_SH_1A_1,MYRGAL,SH,1A,1,NA,NA,2022
MYRGAL_SH_1A_2,MYRGAL,SH,1A,2,NA,NA,2022
SPITOM_WM_5C_1,SPITOM,WM,5C,1,NA,NA,2022
SPITOM_WM_5C_2,SPITOM,WM,5C,2,NA,NA,2022
MYRGAL_WM_6B_1,MYRGAL,WM,6B,1,NA,NA,2022
MYRGAL_WM_6B_2,MYRGAL,WM,6B,2,NA,NA,2022
SPITOM_WM_5A_1,SPITOM,WM,5A,1,NA,NA,2022
SPITOM_WM_5A_2,SPITOM,WM,5A,2,NA,NA,2022
ACEPEN_WM_5_1,ACEPEN,WM,5,1,NA,NA,2022
ACEPEN_WM_5_2,ACEPEN,WM,5,2,NA,NA,2022
BETPAP_HF_16_1,BETPAP,HF,16,1,NA,NA,2022
BETPAP_HF_16_2,BETPAP,HF,16,2,NA,NA,2022
BETALL_WM_8B_1,BETALL,WM,8B,1,25.52859351,NA,2022
BETALL_WM_8B_2,BETALL,WM,8B,2,24.01041348,NA,2022
AMECAN_SH_4_1,AMECAN,SH,4,1,NA,NA,2022
AMECAN_SH_4_2,AMECAN,SH,4,2,NA,NA,2022
AMECAN_GR_10B_1,AMECAN,GR,10B,1,NA,NA,2022
AMECAN_GR_10B_2,AMECAN,GR,10B,2,NA,NA,2022
ALNINC_SH_6_1,ALNINC,SH,6,1,NA,NA,2022
ALNINC_SH_6_2,ALNINC,SH,6,2,NA,NA,2022
AMECAN_GR_10A_1,AMECAN,GR,10A,1,NA,NA,2022
AMECAN_GR_10A_2,AMECAN,GR,10A,2,NA,NA,2022
ACEPEN_HF_12_1,ACEPEN,HF,12,1,NA,NA,2022
ACEPEN_HF_12_2,ACEPEN,HF,12,2,NA,NA,2022
QUERUB_HF_99_1,QUERUB,HF,99,1,NA,NA,2022
QUERUB_HF_99_2,QUERUB,HF,99,2,NA,NA,2022
QUERUB_GR_9_1,QUERUB,GR,9,1,NA,NA,2022
QUERUB_GR_9_2,QUERUB,GR,9,2,NA,NA,2022
AMECAN_SH_2_1,AMECAN,SH,2,1,NA,NA,2022
AMECAN_SH_2_2,AMECAN,SH,2,2,NA,NA,2022
BETPAP_HF_16A_1,BETPAP,HF,16A,1,NA,NA,2022
BETPAP_HF_16A_2,BETPAP,HF,16A,2,NA,NA,2022
SAMRAC_GR_4_1,SAMRAC,GR,4,1,19.91509966,NA,2022
SAMRAC_GR_4_2,SAMRAC,GR,4,2,18.87711692,NA,2022
SORAME_GR_9A_1,SORAME,GR,9A,1,NA,NA,2022
SORAME_GR_9A_2,SORAME,GR,9A,2,NA,NA,2022
SORAME_SH_3_1,SORAME,SH,3,1,NA,NA,2022
SORAME_SH_3_2,SORAME,SH,3,2,NA,NA,2022
SORAME_GR_9B_1,SORAME,GR,9B,1,NA,NA,2022
SORAME_GR_9B_2,SORAME,GR,9B,2,NA,NA,2022
SORAME_GR_9C_1,SORAME,GR,9C,1,NA,NA,2022
SORAME_GR_9C_2,SORAME,GR,9C,2,NA,NA,2022
DIELON_HF_1B_1,DIELON,HF,1B,1,NA,NA,2022
DIELON_HF_1B_2,DIELON,HF,1B,2,NA,NA,2022
ACESPI_GR_4_1,ACESPI,GR,4,1,NA,NA,2022
ACESPI_GR_4_2,ACESPI,GR,4,2,NA,NA,2022
SORAME_GR_9D_1,SORAME,GR,9D,1,NA,NA,2022
SORAME_GR_9D_2,SORAME,GR,9D,2,NA,NA,2022
ACESPI_WM_1_1,ACESPI,WM,1,1,NA,NA,2022
ACESPI_WM_1_2,ACESPI,WM,1,2,NA,NA,2022
DIELON_WM_1,DIELON,WM,1,NA,NA,NA,2022
DIELON_WM_2,DIELON,WM,2,NA,NA,NA,2022
SPITOM_GR_2E_1,SPITOM,GR,2E,1,NA,NA,2022
SPITOM_GR_2E_2,SPITOM,GR,2E,2,NA,NA,2022
SPITOM_GR_2A_1,SPITOM,GR,2A,1,NA,NA,2022
SPITOM_GR_2A_2,SPITOM,GR,2A,2,NA,NA,2022
SPITOM_HF_9A_1,SPITOM,HF,9A,1,NA,NA,2022
SPITOM_HF_9A_2,SPITOM,HF,9A,2,NA,NA,2022
BETPAP_GR_9_1,BETPAP,GR,9,1,NA,NA,2022
BETPAP_GR_9_2,BETPAP,GR,9,2,NA,NA,2022
BETALL_SH_5_1,BETALL,SH,5,1,NA,NA,2022
BETALL_SH_5_2,BETALL,SH,5,2,NA,NA,2022
BETALL_SH_4B_1,BETALL,SH,4B,1,NA,NA,2022
BETALL_SH_4B_2,BETALL,SH,4B,2,NA,NA,2022
BETALL_SH_4A_1,BETALL,SH,4A,1,26.48829649,NA,2022
BETALL_SH_4A_2,BETALL,SH,4A,2,20.25056638,NA,2022
SAMRAC_HF_B_1,SAMRAC,HF,B,1,34.70585366,NA,2022
SAMRAC_HF_B_2,SAMRAC,HF,B,2,27.85488821,NA,2022
SAMRAC_GR_1_1,SAMRAC,GR,1,1,NA,NA,2022
SAMRAC_GR_1_2,SAMRAC,GR,1,2,NA,NA,2022
SAMRAC_GR_7_1,SAMRAC,GR,7,1,NA,NA,2022
SAMRAC_GR_7_2,SAMRAC,GR,7,2,NA,NA,2022
SORAME_SH_3B_1,SORAME,SH,3B,1,NA,NA,2022
SORAME_SH_3B_2,SORAME,SH,3B,2,NA,NA,2022
DIELON_SH_4A_1,DIELON,SH,4A,1,NA,NA,2022
DIELON_SH_4A_2,DIELON,SH,4A,2,NA,NA,2022
SORAME_SH_3A_1,SORAME,SH,3A,1,NA,NA,2022
SORAME_SH_3A_2,SORAME,SH,3A,2,NA,NA,2022
DIELON_HF_1_1,DIELON,HF,1,1,NA,NA,2022
DIELON_HF_1_2,DIELON,HF,1,2,NA,NA,2022
ACESPI_GR_4_1,ACESPI,GR,4,1,NA,NA,2022
ACESPI_GR_4_2,ACESPI,GR,4,2,NA,NA,2022
SORAME_GR_9B_1,SORAME,GR,9B,1,NA,NA,2022
SORAME_GR_9B_2,SORAME,GR,9B,2,NA,NA,2022
SPIALB_WM_2A_1,SPIALB,WM,2A,1,NA,NA,2022
SPIALB_WM_2A_2,SPIALB,WM,2A,2,NA,NA,2022
SPITOM_SH_99B_1,SPITOM,SH,99B,1,NA,NA,2022
SPITOM_SH_99B_2,SPITOM,SH,99B,2,NA,NA,2022
SPITOM_SH_99C_1,SPITOM,SH,99C,1,NA,NA,2022
SPITOM_SH_99C_2,SPITOM,SH,99C,2,NA,NA,2022
SPITOM_HF_5_1,SPITOM,HF,5,1,NA,NA,2022
SPITOM_HF_5_2,SPITOM,HF,5,2,NA,NA,2022
SPITOM_SH_99E_1,SPITOM,SH,99E,1,NA,NA,2022
SPITOM_SH_99E_2,SPITOM,SH,99E,2,NA,NA,2022
AROMEL_WM_5_1,AROMEL,WM,5,1,NA,NA,2022
AROMEL_WM_5_2,AROMEL,WM,5,2,NA,NA,2022
SPITOM_HF_6_1,SPITOM,HF,6,1,NA,NA,2022
SPITOM_HF_6_2,SPITOM,HF,6,2,NA,NA,2022
VIBCAS_GR_1B_1,VIBCAS,GR,1B,1,NA,NA,2022
VIBCAS_GR_1B_2,VIBCAS,GR,1B,2,NA,NA,2022
SPIALB_WM_2A_1,SPIALB,WM,2A,1,NA,NA,2022
SPIALB_WM_2A_2,SPIALB,WM,2A,2,NA,NA,2022
VACMYR_WM_5_1,VACMYR,WM,5,1,NA,NA,2022
VACMYR_WM_5_2,VACMYR,WM,5,2,NA,NA,2022
VACMYR_GR_10A_1,VACMYR,GR,10A,1,NA,NA,2022
VACMYR_GR_10A_2,VACMYR,GR,10A,2,NA,NA,2022
SORAME_SH_1A_1,SORAME,SH,1A,1,NA,NA,2022
SORAME_SH_1A_2,SORAME,SH,1A,2,NA,NA,2022
VACMYR_GR_10B_1,VACMYR,GR,10B,1,NA,NA,2022
VACMYR_GR_10B_2,VACMYR,GR,10B,2,NA,NA,2022
SORAME_SH_1B_1,SORAME,SH,1B,1,NA,NA,2022
SORAME_SH_1B_2,SORAME,SH,1B,2,NA,NA,2022
VACMYR_GR_10C_1,VACMYR,GR,10C,1,NA,NA,2022
VACMYR_GR_10C_2,VACMYR,GR,10C,2,NA,NA,2022
DIELON_SH_4_1,DIELON,SH,4,1,NA,NA,2022
DIELON_SH_4_2,DIELON,SH,4,2,NA,NA,2022
SORAME_SH_3_1,SORAME,SH,3,1,NA,NA,2022
SORAME_SH_3_2,SORAME,SH,3,2,NA,NA,2022
SAMRAC_GR_4_1,SAMRAC,GR,4,1,NA,NA,2022
SAMRAC_GR_4_2,SAMRAC,GR,4,2,NA,NA,2022
VIBCAS_HF_7_1,VIBCAS,HF,7,1,NA,NA,2022
VIBCAS_HF_7_2,VIBCAS,HF,7,2,NA,NA,2022
VIBCAS_GR_3_1,VIBCAS,GR,3,1,11.99047619,NA,2022
VIBCAS_GR_3_2,VIBCAS,GR,3,2,13.59896042,NA,2022
DIELON_GR_6_1,DIELON,GR,6,1,NA,NA,2022
DIELON_GR_6_2,DIELON,GR,6,2,NA,NA,2022
DIELON_GR_2_1,DIELON,GR,2,1,NA,NA,2022
DIELON_GR_2_2,DIELON,GR,2,2,NA,NA,2022
DIELON_SH_4_1,DIELON,SH,4,1,NA,NA,2022
DIELON_SH_4_2,DIELON,SH,4,2,NA,NA,2022
SORAME_SH_3_1,SORAME,SH,3,1,NA,NA,2022
SORAME_SH_3_2,SORAME,SH,3,2,NA,NA,2022
ALNINC_HF_9_1,ALNINC,HF,9,1,NA,NA,2022
ALNINC_HF_9_2,ALNINC,HF,9,2,NA,NA,2022
QUEALB_HF_4_1,QUEALB,HF,4,1,NA,NA,2022
QUEALB_HF_4_2,QUEALB,HF,4,2,NA,NA,2022
QUEALB_HF_4A_1,QUEALB,HF,4A,1,NA,NA,2022
QUEALB_HF_4A_2,QUEALB,HF,4A,2,NA,NA,2022
QUEALB_HF_4B_1,QUEALB,HF,4B,1,NA,NA,2022
QUEALB_HF_4B_2,QUEALB,HF,4B,2,NA,NA,2022
BETALL_WM_9_1,BETALL,WM,9,1,NA,NA,2022
BETALL_WM_9_2,BETALL,WM,9,2,NA,NA,2022
ALNINC_SH_4A_1,ALNINC,SH,4A,1,NA,NA,2022
ALNINC_SH_4A_2,ALNINC,SH,4A,2,NA,NA,2022
Amecan_WM_1,AMECAN,WM,1,NA,NA,NA,2022
Amecan_WM_2,AMECAN,WM,2,NA,NA,NA,2022
Spitom_GR_11A_1,SPITOM,GR,11A,1,NA,NA,2022
Spitom_GR_11A_1,SPITOM,GR,11A,1,NA,NA,2022
SAMRAC_HF_1_1,SAMRAC,HF,1,1,NA,NA,2022
SAMRAC_HF_1_2,SAMRAC,HF,1,2,NA,NA,2022
VIBCAS_GR_3_1,VIBCAS,GR,3,1,NA,NA,2022
VIBCAS_GR_3_2,VIBCAS,GR,3,2,NA,NA,2022
SAMRAC_GR_11_1,SAMRAC,GR,11,1,NA,NA,2022
SAMRAC_GR_11_2,SAMRAC,GR,11,2,NA,NA,2022
ALNINC_WM_5B_1,ALNINC,WM,5B,1,NA,NA,2022
ALNINC_WM_5B_2,ALNINC,WM,5B,2,NA,NA,2022
