Data Format: 
911,12/26/14 04:15:00,3.5,-0.204,0.006,1,3.7,8.3,234,39.64,68.70,30.22,42.94,0.000,0.2334,29.909,4.36
912,12/26/14 04:30:00,3.5,-0.204,0.006,1,2.9,7.1,233,39.31,69.10,30.04,42.89,0.000,0.2334,29.909,4.36
913,12/26/14 04:45:00,3.5,-0.204,0.006,1,2.1,5.0,213,38.61,69.80,29.61,42.80,0.000,0.2334,29.915,4.36
914,12/26/14 05:00:00,3.5,-0.204,0.006,1,2.1,4.2,220,38.27,71.20,29.79,42.75,0.000,0.2327,29.924,4.38
915,12/26/14 05:15:00,4.1,-0.204,0.006,1,2.1,5.0,215,37.70,72.20,29.57,42.66,0.000,0.2327,29.927,4.36
916,12/26/14 05:30:00,4.1,-0.204,0.006,1,2.1,5.4,220,36.99,74.20,29.55,42.57,0.000,0.2327,29.930,4.36
917,12/26/14 05:45:00,4.1,-0.204,0.006,1,2.1,4.6,229,36.02,75.50,29.05,42.48,0.000,0.2327,29.933,4.36
918,12/26/14 06:00:00,4.1,-0.204,0.006,1,2.5,6.2,236,36.31,76.90,29.77,42.39,0.000,0.2327,29.933,4.34
919,12/26/14 06:15:00,4.1,-0.204,0.006,1,2.1,6.2,236,36.07,76.60,29.44,42.29,0.000,0.2320,29.939,4.35
920,12/26/14 06:30:00,4.1,-0.204,0.006,1,2.1,5.8,244,36.65,76.70,30.04,42.25,0.000,0.2320,29.945,4.36
921,12/26/14 06:45:00,4.1,-0.204,0.006,1,2.5,6.2,223,36.27,76.00,29.44,42.16,0.000,0.2320,29.954,4.36
922,12/26/14 07:00:00,4.1,-0.204,0.006,1,1.2,3.3,233,35.88,77.40,29.52,42.06,0.000,0.2320,29.963,4.34
923,12/26/14 07:15:00,4.7,-0.204,0.006,6,1.2,5.0,226,36.41,77.30,30.00,42.02,0.000,0.2320,29.966,4.35
924,12/26/14 07:30:00,4.7,-0.204,0.006,12,0.8,4.2,215,36.12,77.60,29.80,41.92,0.000,0.2313,29.971,4.35
925,12/26/14 07:45:00,4.7,-0.204,0.006,31,2.9,5.4,218,36.79,77.70,30.49,41.83,0.000,0.2313,29.974,4.36
926,12/26/14 08:00:00,4.7,-0.204,0.006,79,3.7,7.5,230,37.70,76.60,31.03,41.74,0.000,0.2313,29.977,4.50
927,12/26/14 08:15:00,4.7,-0.204,0.006,119,5.4,12.0,240,39.08,74.60,31.71,41.69,0.000,0.2305,29.986,4.54
928,12/26/14 08:30:00,4.7,-0.204,0.006,149,7.1,13.3,244,39.88,72.50,31.77,41.65,0.000,0.2313,29.992,4.54
929,12/26/14 08:45:00,4.7,-0.204,0.006,181,6.2,12.9,251,40.58,71.20,32.00,41.65,0.000,0.2305,29.998,4.54
930,12/26/14 09:00:00,4.7,-0.204,0.006,209,5.4,10.0,247,41.28,70.30,32.36,41.69,0.000,0.2305,30.001,4.54
931,12/26/14 09:15:00,4.7,-0.204,0.006,236,5.4,10.8,244,42.16,69.00,32.74,41.79,0.000,0.2305,30.007,4.54
932,12/26/14 09:30:00,4.7,-0.204,0.006,261,5.8,12.0,234,42.98,67.40,32.95,41.88,0.000,0.2305,30.007,4.54
933,12/26/14 09:45:00,4.1,-0.204,0.006,288,5.4,13.7,248,44.08,65.50,33.28,42.02,0.000,0.2305,30.010,4.54
934,12/26/14 10:00:00,4.1,-0.204,0.006,304,7.1,14.9,246,44.85,63.20,33.13,42.20,0.000,0.2298,30.013,4.54
935,12/26/14 10:15:00,4.1,-0.204,0.006,324,6.2,13.3,257,45.76,61.60,33.35,42.34,0.000,0.2298,30.016,4.54
936,12/26/14 10:30:00,4.1,-0.204,0.006,359,8.3,16.6,257,45.31,60.70,32.56,42.52,0.000,0.2298,30.016,4.54
937,12/26/14 10:45:00,4.1,-0.204,0.006,403,8.3,15.8,267,45.49,60.50,32.65,42.66,0.000,0.2298,30.007,4.54
938,12/26/14 11:00:00,4.1,-0.204,0.006,409,8.3,14.9,270,45.81,60.00,32.74,42.85,0.000,0.2298,30.001,4.54
939,12/26/14 11:15:00,3.5,-0.204,0.006,91,8.7,17.8,253,45.94,59.50,32.65,42.98,0.000,0.2291,29.995,4.54
940,12/26/14 11:30:00,4.1,-0.204,0.006,384,7.9,17.0,271,46.30,59.10,32.83,43.12,0.000,0.2291,29.995,4.54
941,12/26/14 11:45:00,4.1,-0.204,0.006,399,8.7,16.6,263,46.48,57.90,32.49,43.26,0.000,0.2284,29.989,4.54
942,12/26/14 12:00:00,3.5,-0.204,0.006,318,8.7,19.5,267,46.89,57.40,32.65,43.35,0.000,0.2291,29.986,4.54
943,12/26/14 12:15:00,4.1,-0.204,0.006,399,7.9,15.4,253,47.06,57.20,32.72,43.40,0.000,0.2284,29.983,4.54
944,12/26/14 12:30:00,4.1,-0.204,0.006,376,6.2,14.1,271,48.49,55.60,33.37,43.53,0.000,0.2284,29.977,4.54
945,12/26/14 12:45:00,4.1,-0.204,0.006,237,8.3,15.8,275,48.00,55.10,32.68,43.63,0.000,0.2276,29.971,4.54
946,12/26/14 13:00:00,3.5,-0.204,0.006,336,7.9,14.9,267,48.54,54.60,32.95,43.72,0.000,0.2276,29.971,4.54
947,12/26/14 13:15:00,3.5,-0.204,0.006,304,8.3,14.9,267,48.32,54.10,32.52,43.81,0.000,0.2276,29.977,4.54
948,12/26/14 13:30:00,3.5,-0.204,0.006,301,7.9,14.1,263,48.72,53.80,32.76,43.85,0.000,0.2276,29.971,4.54
949,12/26/14 13:45:00,4.1,-0.204,0.006,279,7.5,17.8,260,48.98,53.40,32.81,43.85,0.000,0.2276,29.963,4.54
950,12/26/14 14:00:00,3.5,-0.204,0.006,259,7.1,12.9,265,48.85,53.20,32.59,43.90,0.000,0.2269,29.963,4.54
951,12/26/14 14:15:00,3.5,-0.204,0.006,239,6.6,12.9,264,48.94,52.90,32.54,43.94,0.000,0.2269,29.963,4.54
952,12/26/14 14:30:00,2.9,-0.204,0.006,134,7.1,14.5,272,48.27,52.70,31.82,43.94,0.000,0.2269,29.969,4.54
953,12/26/14 14:45:00,3.5,-0.204,0.006,186,5.8,13.3,277,48.72,53.50,32.61,43.94,0.000,0.2262,29.969,4.54
954,12/26/14 15:00:00,3.5,-0.204,0.006,141,3.7,8.3,279,49.12,52.90,32.70,43.99,0.000,0.2262,29.971,4.54
955,12/26/14 15:15:00,3.5,-0.204,0.006,124,5.0,12.9,270,48.67,52.90,32.29,43.94,0.000,0.2262,29.971,4.54
956,12/26/14 15:30:00,3.5,-0.204,0.006,87,5.4,10.0,263,48.36,53.10,32.09,43.85,0.000,0.2262,29.974,4.54
957,12/26/14 15:45:00,2.9,-0.204,0.006,53,5.8,12.5,253,47.91,53.80,32.00,43.76,0.000,0.2262,29.974,4.54
958,12/26/14 16:00:00,2.9,-0.204,0.006,14,5.0,10.8,251,47.02,54.80,31.62,43.67,0.000,0.2254,29.980,4.49
959,12/26/14 16:15:00,2.9,-0.204,0.006,6,5.0,10.0,250,46.53,55.90,31.66,43.58,0.000,0.2262,29.977,4.48
960,12/26/14 16:30:00,2.9,-0.204,0.006,1,4.2,8.7,257,45.85,56.50,31.28,43.49,0.000,0.2262,29.980,4.48
961,12/26/14 16:45:00,2.9,-0.204,0.006,1,2.9,7.1,246,45.31,57.40,31.17,43.40,0.000,0.2254,29.980,4.47
962,12/26/14 17:00:00,2.9,-0.204,0.006,1,2.1,4.6,225,44.67,58.30,30.96,43.30,0.000,0.2254,29.980,4.45
963,12/26/14 17:15:00,2.9,-0.204,0.006,1,1.2,2.9,218,43.12,61.30,30.72,43.17,0.000,0.2254,29.983,4.45
964,12/26/14 17:30:00,2.9,-0.204,0.006,1,0.4,2.9,225,40.20,65.40,29.55,43.08,0.000,0.2254,29.983,4.45
965,12/26/14 17:45:00,3.5,-0.204,0.006,1,2.1,4.2,243,41.65,67.30,31.62,42.89,0.000,0.2254,29.992,4.45
966,12/26/14 18:00:00,2.9,-0.204,0.006,1,2.5,5.8,248,41.83,65.70,31.21,42.75,0.000,0.2254,29.998,4.44
967,12/26/14 18:15:00,3.5,-0.204,0.006,1,3.3,6.6,246,42.25,65.30,31.46,42.66,0.000,0.2254,30.001,4.44
968,12/26/14 18:30:00,2.9,-0.204,0.006,1,2.9,5.8,244,41.88,64.80,30.92,42.57,0.000,0.2254,30.007,4.44
969,12/26/14 18:45:00,2.9,-0.204,0.006,1,2.9,4.6,243,41.09,65.90,30.58,42.48,0.000,0.2254,30.016,4.44
970,12/26/14 19:00:00,3.5,-0.204,0.006,1,1.7,3.3,239,40.58,68.10,30.90,42.43,0.000,0.2254,30.019,4.43
971,12/26/14 19:15:00,3.5,-0.204,0.006,1,2.5,8.3,243,40.20,69.20,30.94,42.39,0.000,0.2254,30.016,4.44
972,12/26/14 19:30:00,2.9,-0.204,0.006,1,2.1,5.4,246,39.60,70.20,30.70,42.29,0.000,0.2247,30.016,4.44
973,12/26/14 19:45:00,3.5,-0.204,0.006,1,1.7,5.0,248,38.70,70.50,29.95,42.20,0.000,0.2247,30.016,4.44
974,12/26/14 20:00:00,3.5,-0.204,0.006,1,2.5,5.0,244,39.41,72.50,31.32,42.16,0.000,0.2247,30.013,4.42
975,12/26/14 20:15:00,3.5,-0.204,0.006,1,3.3,8.3,247,39.60,70.00,30.63,42.02,0.000,0.2247,30.016,4.43
976,12/26/14 20:30:00,3.5,-0.204,0.006,1,2.9,6.6,246,38.79,69.60,29.73,41.92,0.000,0.2247,30.016,4.43
977,12/26/14 20:45:00,3.5,-0.204,0.006,1,4.2,7.1,239,39.64,69.40,30.47,41.83,0.000,0.2247,30.016,4.43
978,12/26/14 21:00:00,2.9,-0.204,0.006,1,5.4,8.7,246,39.36,68.80,29.98,41.74,0.000,0.2247,30.013,4.41
979,12/26/14 21:15:00,2.9,-0.204,0.006,1,4.2,8.7,246,38.65,69.70,29.62,41.69,0.000,0.2247,30.010,4.44
980,12/26/14 21:30:00,2.9,-0.204,0.006,1,4.2,8.3,248,38.75,70.40,29.97,41.65,0.000,0.2247,30.013,4.42
981,12/26/14 21:45:00,2.9,-0.204,0.006,1,3.7,7.5,250,38.23,70.90,29.62,41.60,0.000,0.2247,30.016,4.42
982,12/26/14 22:00:00,3.5,-0.204,0.006,1,3.7,6.6,240,37.99,71.10,29.48,41.51,0.000,0.2247,30.019,4.40
983,12/26/14 22:15:00,3.5,-0.204,0.006,1,2.1,5.8,246,37.13,72.10,28.99,41.46,0.000,0.2247,30.016,4.42
984,12/26/14 22:30:00,3.5,-0.204,0.006,1,2.9,5.8,251,37.70,73.50,30.00,41.42,0.000,0.2247,30.016,4.42
985,12/26/14 22:45:00,3.5,-0.204,0.006,1,2.9,5.4,244,37.56,72.70,29.61,41.37,0.000,0.2247,30.016,4.42
986,12/26/14 23:00:00,4.1,-0.204,0.006,1,2.1,3.7,240,35.35,74.60,28.09,41.32,0.000,0.2240,30.013,4.39
987,12/26/14 23:15:00,4.1,-0.204,0.006,1,2.5,4.2,237,35.30,76.20,28.56,41.23,0.000,0.2240,30.013,4.41
988,12/26/14 23:30:00,4.1,-0.204,0.006,1,1.7,5.8,248,34.86,77.80,28.65,41.14,0.000,0.2240,30.010,4.42
989,12/26/14 23:45:00,4.1,-0.204,0.006,1,0.4,3.7,247,34.27,79.40,28.56,41.09,0.000,0.2240,30.004,4.42
990,12/27/14 00:00:00,4.7,-0.204,0.006,1,0.0,1.2,247,33.93,80.40,28.54,41.04,0.000,0.2240,29.995,4.39
991,12/27/14 00:15:00,7.1,-0.204,0.006,1,0.0,1.2,247,32.79,81.70,27.82,40.90,0.000,0.2240,29.989,4.40
992,12/27/14 00:30:00,7.1,-0.204,0.006,1,0.4,1.7,247,33.14,83.10,28.56,40.81,0.000,0.2233,29.986,4.40
993,12/27/14 00:45:00,6.5,-0.204,0.006,1,0.8,2.5,247,33.53,83.50,29.07,40.72,0.000,0.2233,29.986,4.41
994,12/27/14 01:00:00,7.6,-0.204,0.006,1,0.4,2.5,237,33.53,82.90,28.90,40.63,0.000,0.2233,29.989,4.39
995,12/27/14 01:15:00,7.6,-0.204,0.006,1,0.4,1.7,236,33.09,83.50,28.63,40.58,0.000,0.2233,29.986,4.39
996,12/27/14 01:30:00,7.1,-0.204,0.006,1,1.7,2.9,236,34.03,83.20,29.46,40.49,0.000,0.2233,29.992,4.39
997,12/27/14 01:45:00,7.1,-0.204,0.006,1,1.2,2.5,241,33.73,82.80,29.07,40.39,0.000,0.2233,29.998,4.40
998,12/27/14 02:00:00,5.9,-0.204,0.006,1,2.5,5.4,247,34.96,83.30,30.42,40.35,0.000,0.2233,30.001,4.37
999,12/27/14 02:15:00,5.9,-0.204,0.006,1,2.9,5.4,241,35.01,80.70,29.68,40.25,0.000,0.2233,30.007,4.39
1000,12/27/14 02:30:00,5.3,-0.204,0.006,1,2.9,5.8,250,36.41,79.70,30.74,40.20,0.000,0.2233,30.007,4.39
1001,12/27/14 02:45:00,5.3,-0.204,0.006,1,2.5,4.6,253,35.54,78.90,29.64,40.16,0.000,0.2233,30.010,4.39
1002,12/27/14 03:00:00,5.3,-0.204,0.006,1,3.3,5.4,244,35.49,79.00,29.64,40.16,0.000,0.2233,30.013,4.37
1003,12/27/14 03:15:00,5.3,-0.204,0.006,1,3.3,5.8,248,35.44,79.40,29.71,40.11,0.000,0.2233,30.016,4.39
1004,12/27/14 03:30:00,5.3,-0.204,0.006,1,2.5,4.6,240,34.17,79.90,28.62,40.11,0.000,0.2233,30.010,4.39
1005,12/27/14 03:45:00,5.9,-0.204,0.006,1,1.7,3.7,241,34.42,80.80,29.14,40.11,0.000,0.2225,30.004,4.39
1006,12/27/14 04:00:00,5.9,-0.204,0.006,1,2.5,5.0,234,33.83,81.20,28.69,40.06,0.000,0.2233,30.001,4.36
1007,12/27/14 04:15:00,5.3,-0.204,0.006,1,2.5,4.6,253,34.27,82.20,29.41,40.02,0.000,0.2225,30.001,4.38
1008,12/27/14 04:30:00,5.9,-0.204,0.006,1,2.1,3.7,254,34.32,82.10,29.43,40.02,0.000,0.2225,30.004,4.39
1009,12/27/14 04:45:00,5.3,-0.204,0.006,1,2.5,4.6,251,35.15,81.60,30.09,40.02,0.000,0.2225,30.004,4.39
1010,12/27/14 05:00:00,5.3,-0.204,0.006,1,3.3,6.2,251,35.44,80.30,29.98,39.92,0.000,0.2225,30.010,4.36
1011,12/27/14 05:15:00,5.3,-0.204,0.006,1,3.3,6.6,248,35.30,79.30,29.53,39.88,0.000,0.2225,30.016,4.38
1012,12/27/14 05:30:00,5.3,-0.204,0.006,1,3.7,7.5,243,36.17,78.70,30.20,39.83,0.000,0.2233,30.019,4.38
1013,12/27/14 05:45:00,5.3,-0.204,0.006,1,3.3,5.8,248,36.27,77.90,30.04,39.83,0.000,0.2233,30.019,4.39
1014,12/27/14 06:00:00,4.7,-0.204,0.006,1,3.7,6.2,237,36.46,77.80,30.20,39.83,0.000,0.2225,30.022,4.36
1015,12/27/14 06:15:00,4.7,-0.204,0.006,1,2.9,5.8,248,35.98,77.90,29.77,39.83,0.000,0.2225,30.025,4.37
1016,12/27/14 06:30:00,5.3,-0.204,0.006,1,4.2,7.9,250,36.22,78.00,30.02,39.88,0.000,0.2225,30.028,4.38
1017,12/27/14 06:45:00,5.3,-0.204,0.006,1,3.7,6.2,251,36.12,77.80,29.88,39.83,0.000,0.2225,30.033,4.38
1018,12/27/14 07:00:00,5.3,-0.204,0.006,1,3.7,7.5,253,35.54,77.70,29.28,39.83,0.000,0.2225,30.036,4.36
1019,12/27/14 07:15:00,5.3,-0.204,0.006,6,2.9,5.8,257,35.30,79.00,29.44,39.83,0.000,0.2225,30.036,4.36
1020,12/27/14 07:30:00,5.3,-0.204,0.006,13,2.5,5.8,257,34.91,79.70,29.28,39.83,0.000,0.2225,30.045,4.37
1021,12/27/14 07:45:00,5.3,-0.204,0.006,32,2.1,4.6,251,35.15,80.50,29.77,39.83,0.000,0.2225,30.048,4.39
1022,12/27/14 08:00:00,5.3,-0.204,0.006,79,2.9,5.4,264,36.22,79.50,30.49,39.83,0.000,0.2218,30.057,4.53
1023,12/27/14 08:15:00,4.7,-0.204,0.006,119,2.9,5.0,267,37.27,77.30,30.83,39.78,0.000,0.2218,30.063,4.54
1024,12/27/14 08:30:00,4.7,-0.204,0.006,156,3.3,6.2,261,38.56,75.00,31.33,39.83,0.000,0.2225,30.069,4.54
1025,12/27/14 08:45:00,4.7,-0.204,0.006,183,3.3,7.1,256,39.36,72.80,31.37,39.88,0.000,0.2218,30.069,4.55
1026,12/27/14 09:00:00,4.7,-0.204,0.006,216,3.3,7.9,265,40.39,71.00,31.75,39.97,0.000,0.2225,30.069,4.54
1027,12/27/14 09:15:00,4.1,-0.204,0.006,232,4.6,10.0,251,40.95,69.20,31.66,40.06,0.000,0.2225,30.075,4.54
1028,12/27/14 09:30:00,4.1,-0.204,0.006,277,5.0,8.3,251,41.97,68.00,32.20,40.16,0.000,0.2218,30.072,4.54
1029,12/27/14 09:45:00,4.1,-0.204,0.006,312,4.6,9.1,250,43.26,66.80,32.99,40.30,0.000,0.2225,30.078,4.54
1030,12/27/14 10:00:00,4.1,-0.204,0.006,241,4.2,8.7,256,44.31,64.60,33.15,40.49,0.000,0.2218,30.078,4.54
1031,12/27/14 10:15:00,4.1,-0.204,0.006,361,4.6,8.3,248,45.31,63.40,33.64,40.67,0.000,0.2218,30.075,4.54
1032,12/27/14 10:30:00,4.1,-0.204,0.006,346,5.4,10.4,240,45.67,61.70,33.30,40.90,0.000,0.2218,30.072,4.54
1033,12/27/14 10:45:00,4.1,-0.204,0.006,363,4.2,7.9,246,47.20,60.50,34.25,41.09,0.000,0.2218,30.063,4.54
1034,12/27/14 11:00:00,3.5,-0.204,0.006,259,4.2,7.5,260,46.89,58.90,33.30,41.37,0.000,0.2211,30.057,4.54
1035,12/27/14 11:15:00,4.1,-0.204,0.006,373,4.2,6.6,247,48.49,58.80,34.75,41.60,0.000,0.2211,30.054,4.54
1036,12/27/14 11:30:00,3.5,-0.204,0.006,374,4.2,9.1,237,49.03,57.40,34.66,41.88,0.000,0.2218,30.045,4.54
1037,12/27/14 11:45:00,4.1,-0.204,0.006,377,4.6,10.4,240,49.87,56.50,35.04,42.11,0.000,0.2218,30.039,4.54
1038,12/27/14 12:00:00,3.5,-0.204,0.006,374,5.0,9.5,246,49.69,55.40,34.39,42.39,0.000,0.2218,30.028,4.54
1039,12/27/14 12:15:00,4.1,-0.204,0.006,373,4.2,9.5,267,50.71,54.80,35.06,42.62,0.000,0.2211,30.013,4.54
1040,12/27/14 12:30:00,3.5,-0.204,0.006,359,5.0,9.5,258,51.06,54.50,35.26,42.85,0.000,0.2218,30.013,4.54
1041,12/27/14 12:45:00,3.5,-0.204,0.006,283,5.0,11.2,264,50.31,53.70,34.18,43.03,0.000,0.2211,30.007,4.54
1042,12/27/14 13:00:00,3.5,-0.204,0.006,296,5.0,10.4,243,51.02,54.00,34.99,43.17,0.000,0.2211,30.001,4.54
1043,12/27/14 13:15:00,3.5,-0.204,0.006,308,5.8,10.0,237,51.55,53.70,35.33,43.26,0.000,0.2211,29.998,4.54
1044,12/27/14 13:30:00,3.5,-0.204,0.006,302,5.8,11.2,251,51.59,53.30,35.19,43.30,0.000,0.2211,29.989,4.54
1045,12/27/14 13:45:00,3.5,-0.204,0.006,283,5.4,11.6,253,51.90,53.30,35.47,43.35,0.000,0.2204,29.992,4.54
1046,12/27/14 14:00:00,3.5,-0.204,0.006,258,5.8,10.8,230,52.47,53.10,35.91,43.35,0.000,0.2204,29.989,4.54
1047,12/27/14 14:15:00,3.5,-0.204,0.006,233,5.4,10.4,232,52.33,52.70,35.60,43.30,0.000,0.2204,29.992,4.54
1048,12/27/14 14:30:00,2.9,-0.204,0.006,201,5.4,10.8,241,52.20,53.00,35.62,43.30,0.000,0.2204,29.986,4.54
1049,12/27/14 14:45:00,2.9,-0.204,0.006,139,5.8,13.3,253,51.55,53.90,35.42,43.30,0.000,0.2196,29.986,4.54
1050,12/27/14 15:00:00,2.9,-0.204,0.006,111,6.6,11.2,260,51.37,54.70,35.64,43.30,0.000,0.2196,29.995,4.54
1051,12/27/14 15:15:00,2.9,-0.204,0.006,98,4.6,9.5,256,51.33,55.30,35.87,43.21,0.000,0.2196,29.995,4.54
1052,12/27/14 15:30:00,2.9,-0.204,0.006,53,3.7,9.1,247,50.84,55.60,35.55,43.17,0.000,0.2196,29.989,4.54
1053,12/27/14 15:45:00,2.9,-0.204,0.006,24,4.6,9.5,250,49.96,56.60,35.17,43.08,0.000,0.2189,29.992,4.54
1054,12/27/14 16:00:00,2.9,-0.204,0.006,11,5.0,8.3,247,49.25,57.90,35.08,42.98,0.000,0.2189,29.995,4.48
1055,12/27/14 16:15:00,2.9,-0.204,0.006,4,3.7,10.4,250,48.45,59.00,34.81,42.89,0.000,0.2189,30.001,4.48
1056,12/27/14 16:30:00,2.9,-0.204,0.006,1,3.3,8.3,240,48.05,60.30,34.97,42.80,0.000,0.2189,30.001,4.48
1057,12/27/14 16:45:00,2.9,-0.204,0.006,1,3.7,7.5,227,47.65,61.10,34.92,42.66,0.000,0.2189,29.998,4.47
1058,12/27/14 17:00:00,2.9,-0.204,0.006,1,3.3,5.0,213,46.89,62.70,34.84,42.57,0.000,0.2189,29.995,4.45
1059,12/27/14 17:15:00,2.9,-0.204,0.006,1,2.9,5.0,220,44.76,64.40,33.51,42.48,0.000,0.2189,30.001,4.45
1060,12/27/14 17:30:00,2.9,-0.204,0.006,1,2.9,6.6,215,45.67,66.30,35.10,42.34,0.000,0.2189,29.998,4.45
1061,12/27/14 17:45:00,2.9,-0.204,0.006,1,2.5,5.0,205,44.76,66.30,34.23,42.25,0.000,0.2189,29.995,4.45
1062,12/27/14 18:00:00,3.5,-0.204,0.006,1,1.7,2.9,225,43.90,70.20,34.84,42.11,0.000,0.2189,30.001,4.44
1063,12/27/14 18:15:00,3.5,-0.204,0.006,1,1.2,3.3,216,41.92,70.80,33.15,42.02,0.000,0.2189,29.998,4.44
1064,12/27/14 18:30:00,4.1,-0.204,0.006,1,2.1,5.8,216,43.85,73.60,35.98,41.92,0.000,0.2189,29.992,4.44
1065,12/27/14 18:45:00,3.5,-0.204,0.006,1,2.9,5.8,211,44.17,70.10,35.06,41.79,0.000,0.2189,29.992,4.44
1066,12/27/14 19:00:00,3.5,-0.204,0.006,1,3.3,5.4,213,44.04,69.80,34.83,41.74,0.000,0.2189,29.986,4.43
1067,12/27/14 19:15:00,3.5,-0.204,0.006,1,3.7,7.5,218,44.04,69.60,34.75,41.69,0.000,0.2189,29.983,4.44
1068,12/27/14 19:30:00,3.5,-0.204,0.006,1,3.7,7.5,227,44.04,69.60,34.75,41.65,0.000,0.2189,29.986,4.44
1069,12/27/14 19:45:00,3.5,-0.204,0.006,1,3.7,5.8,222,43.76,69.80,34.56,41.60,0.000,0.2189,29.986,4.44
1070,12/27/14 20:00:00,3.5,-0.204,0.006,1,3.3,5.4,232,43.67,71.00,34.90,41.55,0.000,0.2189,29.989,4.46
1071,12/27/14 20:15:00,3.5,-0.204,0.006,1,4.2,7.5,233,43.81,70.60,34.90,41.55,0.000,0.2189,29.986,4.43
1072,12/27/14 20:30:00,3.5,-0.204,0.006,1,3.7,7.9,232,43.49,70.40,34.52,41.51,0.000,0.2189,29.980,4.44
1073,12/27/14 20:45:00,3.5,-0.204,0.006,1,4.6,8.7,216,43.35,71.00,34.59,41.51,0.000,0.2189,29.971,4.44
1074,12/27/14 21:00:00,3.5,-0.204,0.006,1,5.4,9.5,215,42.98,71.50,34.41,41.46,0.000,0.2182,29.966,4.42
1075,12/27/14 21:15:00,3.5,-0.204,0.006,1,5.4,8.7,219,42.57,72.20,34.27,41.46,0.000,0.2182,29.966,4.43
1076,12/27/14 21:30:00,3.5,-0.204,0.006,1,5.0,9.5,216,41.92,73.50,34.09,41.46,0.000,0.2182,29.969,4.43
1077,12/27/14 21:45:00,3.5,-0.204,0.006,1,5.0,7.9,222,41.88,74.30,34.32,41.42,0.000,0.2182,29.963,4.43
1078,12/27/14 22:00:00,4.1,-0.204,0.006,1,5.0,8.7,218,41.74,74.60,34.29,41.37,0.000,0.2182,29.954,4.42
1079,12/27/14 22:15:00,4.1,-0.204,0.006,1,5.0,8.7,208,41.65,74.90,34.29,41.37,0.000,0.2182,29.942,4.42
1080,12/27/14 22:30:00,4.1,-0.204,0.006,1,4.6,10.0,213,41.69,75.50,34.54,41.32,0.000,0.2182,29.933,4.42
1081,12/27/14 22:45:00,4.1,-0.204,0.006,1,5.8,10.4,220,41.46,75.50,34.30,41.32,0.000,0.2182,29.927,4.42
1082,12/27/14 23:00:00,4.1,-0.204,0.006,1,5.0,9.1,222,41.42,75.60,34.30,41.32,0.000,0.2182,29.924,4.40
1083,12/27/14 23:15:00,4.1,-0.204,0.006,1,3.7,6.6,218,41.14,75.70,34.07,41.32,0.000,0.2182,29.921,4.42
1084,12/27/14 23:30:00,4.1,-0.204,0.006,1,3.3,7.1,213,41.23,76.00,34.25,41.28,0.000,0.2182,29.912,4.42
1085,12/27/14 23:45:00,4.1,-0.204,0.006,1,4.6,7.5,211,41.74,75.80,34.68,41.28,0.000,0.2182,29.904,4.42
1086,12/28/14 00:00:00,4.1,-0.204,0.006,1,4.2,7.9,209,42.16,75.40,34.95,41.28,0.000,0.2182,29.892,4.40
1087,12/28/14 00:15:00,4.1,-0.204,0.006,1,5.0,10.0,213,42.89,74.10,35.22,41.28,0.000,0.2182,29.871,4.42
1088,12/28/14 00:30:00,4.1,-0.204,0.006,1,6.2,11.2,222,43.21,73.40,35.29,41.37,0.000,0.2182,29.868,4.42
1089,12/28/14 00:45:00,4.1,-0.204,0.006,1,6.6,11.6,220,43.49,72.70,35.33,41.42,0.000,0.2182,29.853,4.42
1090,12/28/14 01:00:00,4.1,-0.204,0.006,1,6.2,12.5,225,43.90,72.00,35.47,41.46,0.000,0.2182,29.844,4.39
1091,12/28/14 01:15:00,4.1,-0.204,0.006,1,6.6,13.3,226,44.31,71.60,35.73,41.51,0.000,0.2182,29.839,4.40
1092,12/28/14 01:30:00,4.1,-0.204,0.006,1,6.2,12.0,220,44.40,71.00,35.60,41.55,0.000,0.2182,29.833,4.41
1093,12/28/14 01:45:00,4.1,-0.204,0.006,1,5.4,10.8,222,44.31,71.00,35.53,41.60,0.000,0.2175,29.824,4.41
1094,12/28/14 02:00:00,4.1,-0.204,0.006,1,5.0,12.5,208,44.36,70.80,35.49,41.65,0.000,0.2175,29.809,4.39
1095,12/28/14 02:15:00,3.5,-0.204,0.006,1,5.8,11.2,213,44.58,70.60,35.64,41.69,0.000,0.2182,29.794,4.40
1096,12/28/14 02:30:00,4.1,-0.204,0.006,1,7.1,12.5,211,44.99,69.70,35.71,41.74,0.000,0.2175,29.780,4.40
1097,12/28/14 02:45:00,4.1,-0.204,0.006,1,6.6,14.9,230,44.85,69.00,35.33,41.79,0.000,0.2175,29.777,4.40
1098,12/28/14 03:00:00,3.5,-0.204,0.006,1,5.8,12.0,233,44.76,69.30,35.35,41.79,0.000,0.2175,29.777,4.42
1099,12/28/14 03:15:00,3.5,-0.204,0.006,1,5.8,11.2,225,44.49,69.30,35.08,41.79,0.000,0.2175,29.771,4.39
1100,12/28/14 03:30:00,4.1,-0.204,0.006,1,5.4,9.5,215,44.36,69.70,35.10,41.79,0.000,0.2175,29.765,4.40
1101,12/28/14 03:45:00,3.5,-0.204,0.006,1,5.0,9.1,223,44.08,70.10,34.99,41.79,0.000,0.2175,29.753,4.40
1102,12/28/14 04:00:00,4.1,-0.204,0.006,1,5.4,11.6,216,43.72,71.10,34.99,41.79,0.000,0.2175,29.750,4.39
