Data Format: 
901,1/26/15 11:45:00,1.8,-0.204,0.006,158,7.5,12.0,27,21.46,77.00,15.37,32.49,0.000,0.0925,29.945,4.54
902,1/26/15 11:50:00,1.8,-0.204,0.006,141,7.5,11.2,34,21.80,77.30,15.78,32.49,0.000,0.0925,29.942,4.59
903,1/26/15 11:55:00,1.8,-0.204,0.006,129,7.1,11.2,31,21.91,77.30,15.89,32.49,0.000,0.0925,29.942,4.56
904,1/26/15 12:00:00,1.8,-0.204,0.006,132,8.7,12.5,24,22.08,77.60,16.14,32.49,0.000,0.0925,29.942,4.56
905,1/26/15 12:05:00,2.4,-0.204,0.006,127,7.9,12.5,35,22.30,78.00,16.48,32.44,0.000,0.0925,29.939,4.56
906,1/26/15 12:10:00,2.4,-0.204,0.006,121,7.9,13.7,38,22.30,77.70,16.39,32.44,0.000,0.0925,29.942,4.56
907,1/26/15 12:15:00,2.4,-0.204,0.006,132,7.5,12.5,28,22.47,77.80,16.59,32.44,0.000,0.0925,29.939,4.56
908,1/26/15 12:20:00,2.4,-0.204,0.006,112,6.6,12.5,28,22.58,77.80,16.70,32.49,0.000,0.0925,29.939,4.56
909,1/26/15 12:25:00,2.4,-0.204,0.006,102,6.6,11.2,17,22.36,78.00,16.54,32.49,0.000,0.0925,29.936,4.56
910,1/26/15 12:30:00,2.9,-0.204,0.006,108,6.6,11.2,22,22.41,78.80,16.83,32.49,0.000,0.0925,29.930,4.56
911,1/26/15 12:35:00,2.9,-0.204,0.006,88,7.5,13.3,21,22.69,79.10,17.19,32.49,0.000,0.0925,29.927,4.56
912,1/26/15 12:40:00,2.9,-0.204,0.006,89,7.5,12.5,32,22.91,79.40,17.49,32.49,0.000,0.0925,29.924,4.56
913,1/26/15 12:45:00,2.9,-0.204,0.006,96,7.9,12.9,39,23.02,79.80,17.71,32.49,0.000,0.0925,29.915,4.54
914,1/26/15 12:50:00,2.9,-0.204,0.006,96,7.1,12.0,32,23.19,80.40,18.05,32.49,0.000,0.0925,29.909,4.56
915,1/26/15 12:55:00,2.9,-0.204,0.006,94,10.0,17.4,35,23.19,81.00,18.21,32.49,0.000,0.0925,29.898,4.56
916,1/26/15 13:00:00,2.9,-0.204,0.006,83,9.1,15.4,38,23.46,81.40,18.61,32.49,0.000,0.0933,29.898,4.56
917,1/26/15 13:05:00,3.5,-0.204,0.006,81,8.3,16.2,44,23.79,81.90,19.06,32.49,0.000,0.0925,29.901,4.56
918,1/26/15 13:10:00,3.5,-0.204,0.006,79,8.3,14.9,35,24.07,82.40,19.47,32.49,0.000,0.0925,29.904,4.56
919,1/26/15 13:15:00,4.1,-0.204,0.006,79,9.5,17.4,37,24.28,82.60,19.74,32.49,0.000,0.0925,29.904,4.56
920,1/26/15 13:20:00,4.1,-0.204,0.006,77,9.5,15.8,42,24.50,82.80,20.01,32.49,0.000,0.0925,29.904,4.56
921,1/26/15 13:25:00,4.7,-0.204,0.006,64,10.0,17.4,35,24.50,83.40,20.17,32.49,0.000,0.0925,29.901,4.56
922,1/26/15 13:30:00,4.7,-0.204,0.006,81,7.9,14.1,39,24.66,84.00,20.52,32.49,0.000,0.0925,29.901,4.56
923,1/26/15 13:35:00,5.3,-0.204,0.006,87,10.8,19.1,39,24.61,84.40,20.57,32.49,0.000,0.0918,29.895,4.56
924,1/26/15 13:40:00,5.9,-0.204,0.006,79,10.4,17.8,32,24.72,84.80,20.79,32.49,0.000,0.0925,29.889,4.56
925,1/26/15 13:45:00,6.5,-0.204,0.006,61,7.9,16.2,37,24.66,85.60,20.95,32.49,0.000,0.0918,29.892,4.53
926,1/26/15 13:50:00,6.5,-0.204,0.006,54,9.1,17.4,34,24.55,86.00,20.95,32.49,0.000,0.0925,29.898,4.54
927,1/26/15 13:55:00,7.1,-0.204,0.006,53,6.6,12.5,53,24.61,86.50,21.15,32.49,0.000,0.0925,29.898,4.54
928,1/26/15 14:00:00,7.6,-0.204,0.006,62,7.5,15.8,44,24.72,87.00,21.38,32.49,0.000,0.0925,29.892,4.56
929,1/26/15 14:05:00,8.2,-0.204,0.006,52,6.6,14.1,42,24.82,87.30,21.58,32.49,0.000,0.0925,29.892,4.56
930,1/26/15 14:10:00,8.8,-0.204,0.006,43,7.1,13.7,29,24.99,87.50,21.79,32.49,0.000,0.0925,29.895,4.54
931,1/26/15 14:15:00,8.8,-0.204,0.006,41,8.7,14.1,34,25.09,87.50,21.90,32.49,0.000,0.0925,29.892,4.54
932,1/26/15 14:20:00,9.4,-0.204,0.006,46,7.9,14.5,35,25.42,87.40,22.19,32.49,0.000,0.0925,29.889,4.54
933,1/26/15 14:25:00,9.4,-0.204,0.006,41,7.1,13.3,31,25.79,87.00,22.44,32.49,0.000,0.0925,29.886,4.54
934,1/26/15 14:30:00,8.8,-0.204,0.006,42,7.9,12.0,35,26.06,86.50,22.57,32.49,0.000,0.0925,29.889,4.54
935,1/26/15 14:35:00,8.8,-0.204,0.006,34,8.3,13.7,58,26.64,85.60,22.91,32.49,0.000,0.0918,29.892,4.54
936,1/26/15 14:40:00,8.8,-0.204,0.006,37,8.3,13.7,42,26.91,83.90,22.69,32.49,0.000,0.0925,29.892,4.54
937,1/26/15 14:45:00,8.8,-0.204,0.006,37,8.7,14.9,55,27.06,82.90,22.55,32.49,0.000,0.0925,29.895,4.48
938,1/26/15 14:50:00,8.8,-0.204,0.006,34,9.1,15.8,55,27.17,81.90,22.37,32.49,0.000,0.0925,29.889,4.50
939,1/26/15 14:55:00,8.2,-0.204,0.006,33,10.0,14.9,52,27.22,81.60,22.33,32.49,0.000,0.0925,29.883,4.50
940,1/26/15 15:00:00,8.2,-0.204,0.006,27,10.8,19.1,59,27.17,81.40,22.23,32.49,0.000,0.0925,29.880,4.50
941,1/26/15 15:05:00,8.8,-0.204,0.006,26,10.8,17.8,58,27.22,81.70,22.37,32.54,0.000,0.0925,29.880,4.50
942,1/26/15 15:10:00,8.8,-0.204,0.006,24,10.4,18.7,56,27.28,81.90,22.48,32.54,0.000,0.0925,29.880,4.49
943,1/26/15 15:15:00,8.8,-0.204,0.006,19,9.5,17.8,56,27.33,82.00,22.55,32.54,0.000,0.0918,29.877,4.48
944,1/26/15 15:20:00,9.4,-0.204,0.006,21,10.0,17.8,52,27.38,82.40,22.73,32.54,0.000,0.0925,29.874,4.48
945,1/26/15 15:25:00,9.4,-0.204,0.006,22,10.0,17.8,45,27.54,82.60,22.93,32.54,0.000,0.0925,29.874,4.48
946,1/26/15 15:30:00,9.4,-0.204,0.006,19,9.5,16.6,52,27.59,82.50,22.96,32.54,0.000,0.0918,29.877,4.48
947,1/26/15 15:35:00,8.8,-0.204,0.006,19,9.1,16.2,48,27.64,82.20,22.93,32.54,0.000,0.0918,29.880,4.48
948,1/26/15 15:40:00,8.8,-0.204,0.006,16,10.4,22.0,49,27.69,81.90,22.89,32.54,0.000,0.0925,29.877,4.48
949,1/26/15 15:45:00,8.8,-0.204,0.006,14,11.6,19.1,58,27.59,81.30,22.60,32.59,0.000,0.0925,29.877,4.44
950,1/26/15 15:50:00,8.8,-0.204,0.006,18,12.5,18.7,59,27.64,81.30,22.66,32.59,0.000,0.0925,29.877,4.44
951,1/26/15 15:55:00,8.8,-0.204,0.006,14,10.4,17.0,62,27.64,81.50,22.71,32.59,0.000,0.0925,29.877,4.44
952,1/26/15 16:00:00,8.8,-0.204,0.006,14,11.6,19.1,48,27.69,81.00,22.62,32.59,0.000,0.0925,29.877,4.44
953,1/26/15 16:05:00,9.4,-0.204,0.006,11,8.3,16.6,51,27.64,81.10,22.60,32.59,0.000,0.0925,29.874,4.44
954,1/26/15 16:10:00,9.4,-0.204,0.006,11,10.8,17.0,42,27.54,81.80,22.71,32.59,0.000,0.0918,29.874,4.44
955,1/26/15 16:15:00,10.0,-0.204,0.006,7,10.4,20.8,37,27.17,82.30,22.50,32.59,0.000,0.0925,29.880,4.44
956,1/26/15 16:20:00,11.8,-0.204,0.006,4,11.2,15.8,32,26.43,84.60,22.42,32.59,0.000,0.0925,29.880,4.44
957,1/26/15 16:25:00,13.5,-0.204,0.006,4,8.7,14.9,32,26.32,86.60,22.86,32.59,0.000,0.0925,29.880,4.44
958,1/26/15 16:30:00,13.5,-0.204,0.006,3,8.3,13.3,32,26.48,87.50,23.27,32.59,0.000,0.0918,29.880,4.44
959,1/26/15 16:35:00,14.1,-0.204,0.006,2,8.3,17.0,44,26.80,88.00,23.72,32.59,0.000,0.0918,29.874,4.44
960,1/26/15 16:40:00,14.1,-0.204,0.006,1,8.3,13.7,45,26.96,87.90,23.85,32.59,0.000,0.0918,29.874,4.44
961,1/26/15 16:45:00,14.7,-0.204,0.006,1,8.7,15.8,51,27.01,87.70,23.85,32.59,0.000,0.0918,29.871,4.39
962,1/26/15 16:50:00,14.7,-0.204,0.006,1,10.8,18.7,51,27.01,87.60,23.81,32.59,0.000,0.0918,29.871,4.39
963,1/26/15 16:55:00,14.7,-0.204,0.006,1,12.0,20.3,55,26.80,87.60,23.61,32.64,0.000,0.0918,29.868,4.40
964,1/26/15 17:00:00,15.3,-0.204,0.006,1,11.6,17.8,52,26.85,87.90,23.74,32.59,0.000,0.0925,29.874,4.40
965,1/26/15 17:05:00,15.3,-0.204,0.006,1,9.1,18.7,55,26.75,88.20,23.72,32.59,0.000,0.0918,29.877,4.40
966,1/26/15 17:10:00,16.5,-0.204,0.006,1,9.5,15.8,48,26.80,88.70,23.90,32.64,0.000,0.0925,29.877,4.40
967,1/26/15 17:15:00,16.5,-0.204,0.006,1,10.8,21.2,60,26.80,88.90,23.95,32.59,0.000,0.0918,29.880,4.41
968,1/26/15 17:20:00,16.5,-0.204,0.006,1,11.6,21.2,67,26.80,89.10,24.01,32.64,0.000,0.0918,29.880,4.40
969,1/26/15 17:25:00,16.5,-0.204,0.006,1,12.5,22.0,55,26.91,89.10,24.12,32.64,0.000,0.0918,29.880,4.41
970,1/26/15 17:30:00,16.5,-0.204,0.006,1,12.0,19.5,44,26.96,88.70,24.06,32.64,0.000,0.0918,29.877,4.40
971,1/26/15 17:35:00,16.5,-0.204,0.006,1,12.0,22.8,46,26.91,88.60,23.99,32.59,0.000,0.0918,29.877,4.40
972,1/26/15 17:40:00,17.1,-0.204,0.006,1,9.1,17.8,58,26.85,88.90,24.01,32.64,0.000,0.0918,29.877,4.40
973,1/26/15 17:45:00,17.1,-0.204,0.006,1,9.1,17.4,53,27.06,89.20,24.30,32.64,0.000,0.0918,29.871,4.36
974,1/26/15 17:50:00,18.2,-0.204,0.006,1,11.6,18.3,55,27.12,88.90,24.28,32.64,0.000,0.0918,29.868,4.37
975,1/26/15 17:55:00,20.0,-0.204,0.006,1,10.8,22.4,31,26.59,89.10,23.81,32.64,0.000,0.0918,29.865,4.38
976,1/26/15 18:00:00,22.9,-0.204,0.006,1,10.0,17.0,38,26.38,90.10,23.86,32.64,0.000,0.0918,29.868,4.39
977,1/26/15 18:05:00,25.9,-0.204,0.006,1,8.3,15.8,37,26.32,90.80,23.99,32.64,0.000,0.0918,29.865,4.39
978,1/26/15 18:10:00,27.6,-0.204,0.006,1,10.8,20.3,37,26.43,91.40,24.26,32.64,0.000,0.0918,29.859,4.39
979,1/26/15 18:15:00,28.8,-0.204,0.006,1,12.0,22.8,39,26.48,91.80,24.40,32.64,0.000,0.0918,29.859,4.39
980,1/26/15 18:20:00,30.6,-0.204,0.006,1,10.4,16.6,35,26.48,92.10,24.49,32.64,0.000,0.0918,29.859,4.39
981,1/26/15 18:25:00,32.4,-0.204,0.006,1,8.7,19.1,41,26.85,92.50,24.96,32.64,0.000,0.0918,29.859,4.39
982,1/26/15 18:30:00,33.5,-0.204,0.006,1,7.9,14.1,45,26.85,92.60,24.98,32.64,0.000,0.0918,29.859,4.39
983,1/26/15 18:35:00,33.5,-0.204,0.006,1,10.4,16.2,55,27.06,92.80,25.25,32.64,0.000,0.0918,29.859,4.39
984,1/26/15 18:40:00,34.1,-0.204,0.006,1,11.6,22.4,51,27.01,92.80,25.20,32.64,0.000,0.0918,29.865,4.39
985,1/26/15 18:45:00,33.5,-0.204,0.006,1,11.2,20.3,53,27.01,92.90,25.21,32.64,0.000,0.0918,29.862,4.35
986,1/26/15 18:50:00,33.5,-0.204,0.006,1,13.7,23.2,51,27.12,92.90,25.32,32.64,0.000,0.0918,29.862,4.36
987,1/26/15 18:55:00,34.7,-0.204,0.006,1,11.6,21.6,67,27.12,93.00,25.36,32.64,0.000,0.0918,29.865,4.36
988,1/26/15 19:00:00,37.1,-0.204,0.006,1,12.0,20.8,48,27.22,93.30,25.54,32.64,0.000,0.0918,29.862,4.37
989,1/26/15 19:05:00,38.8,-0.204,0.006,1,12.0,18.3,49,27.33,93.60,25.72,32.64,0.000,0.0918,29.859,4.38
990,1/26/15 19:10:00,38.8,-0.204,0.006,1,12.0,25.3,45,27.33,93.70,25.74,32.64,0.000,0.0911,29.856,4.38
991,1/26/15 19:15:00,40.6,-0.204,0.006,1,11.6,19.5,51,27.43,93.90,25.90,32.64,0.000,0.0918,29.853,4.38
992,1/26/15 19:20:00,44.1,-0.204,0.006,1,10.8,20.3,56,27.43,94.10,25.95,32.64,0.000,0.0918,29.853,4.38
993,1/26/15 19:25:00,48.8,-0.204,0.006,1,11.2,18.7,55,27.38,94.30,25.95,32.64,0.000,0.0918,29.850,4.38
994,1/26/15 19:30:00,51.8,-0.204,0.006,1,13.3,21.2,38,27.33,94.50,25.95,32.64,0.000,0.0911,29.853,4.38
995,1/26/15 19:35:00,61.2,-0.204,0.006,1,9.5,16.6,39,27.12,94.80,25.81,32.64,0.000,0.0911,29.850,4.38
996,1/26/15 19:40:00,65.3,-0.204,0.006,1,10.4,18.3,37,27.01,94.90,25.74,32.64,0.000,0.0911,29.844,4.38
997,1/26/15 19:45:00,68.2,-0.204,0.006,1,11.2,21.2,34,27.01,95.10,25.79,32.64,0.000,0.0918,29.839,4.34
998,1/26/15 19:50:00,69.4,-0.204,0.006,1,11.2,17.4,34,26.91,95.20,25.70,32.64,0.000,0.0911,29.833,4.35
999,1/26/15 19:55:00,72.4,-0.204,0.006,1,10.8,17.8,45,27.06,95.40,25.92,32.64,0.000,0.0911,29.836,4.36
1000,1/26/15 20:00:00,73.5,-0.204,0.006,1,12.9,24.5,45,27.28,95.60,26.17,32.69,0.000,0.0911,29.836,4.39
1001,1/26/15 20:05:00,76.5,-0.204,0.006,1,10.4,17.4,34,26.96,95.60,25.86,32.69,0.000,0.0911,29.830,4.36
1002,1/26/15 20:10:00,79.4,-0.204,0.006,1,12.5,23.2,46,26.96,95.70,25.88,32.69,0.000,0.0911,29.830,4.36
1003,1/26/15 20:15:00,80.0,-0.204,0.006,1,12.9,21.2,46,26.80,95.80,25.75,32.69,0.000,0.0911,29.827,4.36
1004,1/26/15 20:20:00,81.2,-0.204,0.006,1,13.7,23.2,37,26.85,95.80,25.81,32.69,0.000,0.0911,29.827,4.36
1005,1/26/15 20:25:00,81.8,-0.204,0.006,1,12.5,20.8,38,26.85,95.90,25.83,32.69,0.000,0.0911,29.824,4.37
1006,1/26/15 20:30:00,82.9,-0.204,0.006,1,12.0,22.0,38,26.80,96.10,25.83,32.64,0.000,0.0911,29.821,4.37
1007,1/26/15 20:35:00,84.1,-0.204,0.006,1,12.0,17.4,37,26.80,96.00,25.81,32.64,0.000,0.0918,29.821,4.37
1008,1/26/15 20:40:00,84.7,-0.204,0.006,1,13.7,24.5,39,26.80,96.10,25.83,32.64,0.000,0.0911,29.815,4.39
1009,1/26/15 20:45:00,83.5,-0.204,0.006,1,12.9,21.6,35,26.64,96.10,25.66,32.64,0.000,0.0918,29.812,4.34
1010,1/26/15 20:50:00,84.7,-0.204,0.006,1,12.0,22.8,32,26.64,96.20,25.70,32.64,0.000,0.0918,29.806,4.34
1011,1/26/15 20:55:00,85.3,-0.204,0.006,1,12.5,19.1,38,26.54,96.10,25.56,32.64,0.000,0.0918,29.800,4.35
1012,1/26/15 21:00:00,85.3,-0.204,0.006,1,17.4,29.9,35,26.48,96.20,25.54,32.59,0.000,0.0918,29.791,4.36
1013,1/26/15 21:05:00,85.9,-0.204,0.006,1,15.8,22.8,34,26.43,96.20,25.48,32.59,0.000,0.0918,29.788,4.36
1014,1/26/15 21:10:00,85.3,-0.204,0.006,1,14.9,27.4,41,26.43,96.30,25.50,32.59,0.000,0.0918,29.785,4.36
1015,1/26/15 21:15:00,85.9,-0.204,0.006,1,14.1,24.9,31,26.38,96.30,25.45,32.59,0.000,0.0918,29.782,4.36
1016,1/26/15 21:20:00,86.5,-0.204,0.006,1,11.2,19.5,41,26.38,96.40,25.48,32.59,0.000,0.0918,29.777,4.36
1017,1/26/15 21:25:00,86.5,-0.204,0.006,1,12.9,21.2,35,26.38,96.40,25.48,32.59,0.000,0.0918,29.771,4.36
1018,1/26/15 21:30:00,84.7,-0.204,0.006,1,13.3,22.8,38,26.38,96.40,25.48,32.59,0.000,0.0918,29.765,4.36
1019,1/26/15 21:35:00,85.3,-0.204,0.006,1,14.1,21.6,35,26.38,96.30,25.45,32.59,0.000,0.0918,29.765,4.36
1020,1/26/15 21:40:00,85.9,-0.204,0.006,1,14.5,23.7,31,26.32,96.30,25.39,32.59,0.000,0.0918,29.759,4.36
1021,1/26/15 21:45:00,85.3,-0.204,0.006,1,13.7,24.5,34,26.38,96.30,25.45,32.54,0.000,0.0918,29.753,4.33
1022,1/26/15 21:50:00,84.7,-0.204,0.006,1,15.4,24.5,38,26.48,96.30,25.56,32.59,0.000,0.0918,29.750,4.34
1023,1/26/15 21:55:00,85.9,-0.204,0.006,1,13.3,26.1,29,26.54,96.20,25.59,32.54,0.000,0.0918,29.747,4.34
1024,1/26/15 22:00:00,85.9,-0.204,0.006,1,14.1,23.7,37,26.59,96.20,25.65,32.54,0.000,0.0918,29.744,4.35
1025,1/26/15 22:05:00,85.9,-0.204,0.006,1,13.7,21.2,37,26.70,96.20,25.74,32.54,0.000,0.0918,29.738,4.35
1026,1/26/15 22:10:00,86.5,-0.204,0.006,1,14.9,29.1,31,26.75,96.10,25.77,32.54,0.000,0.0918,29.726,4.35
1027,1/26/15 22:15:00,88.2,-0.204,0.006,1,13.3,23.7,31,26.75,96.10,25.77,32.54,0.000,0.0918,29.720,4.35
1028,1/26/15 22:20:00,87.1,-0.204,0.006,1,15.4,23.2,34,26.75,96.10,25.77,32.54,0.000,0.0918,29.712,4.36
1029,1/26/15 22:25:00,86.5,-0.204,0.006,1,13.7,23.2,35,26.70,96.20,25.74,32.54,0.000,0.0918,29.715,4.36
1030,1/26/15 22:30:00,80.6,-0.204,0.006,1,12.0,19.9,6,22.02,94.80,20.73,32.54,0.000,0.0918,29.712,4.36
1031,1/26/15 22:35:00,77.6,-0.204,0.006,1,11.2,20.3,11,20.84,95.30,19.69,32.54,0.000,0.0918,29.720,4.36
1032,1/26/15 22:40:00,77.6,-0.204,0.006,1,10.0,16.2,10,20.27,95.40,19.15,32.49,0.000,0.0918,29.720,4.36
1033,1/26/15 22:45:00,77.6,-0.204,0.006,1,11.2,22.8,6,19.93,95.20,18.75,32.49,0.000,0.0918,29.718,4.33
1034,1/26/15 22:50:00,76.5,-0.204,0.006,1,12.9,21.2,7,19.58,95.10,18.39,32.49,0.000,0.0925,29.715,4.34
1035,1/26/15 22:55:00,76.5,-0.204,0.006,1,11.2,22.0,18,19.30,95.00,18.07,32.49,0.000,0.0918,29.712,4.34
1036,1/26/15 23:00:00,77.1,-0.204,0.006,1,12.0,19.9,10,18.95,94.80,17.67,32.49,0.000,0.0918,29.706,4.35
1037,1/26/15 23:05:00,76.5,-0.204,0.006,1,11.2,26.6,8,18.71,94.70,17.42,32.49,0.000,0.0918,29.697,4.35
1038,1/26/15 23:10:00,75.3,-0.204,0.006,1,12.9,22.0,13,18.42,94.70,17.13,32.49,0.000,0.0925,29.685,4.35
1039,1/26/15 23:15:00,74.1,-0.204,0.006,1,13.7,24.1,4,18.19,94.60,16.88,32.49,0.000,0.0918,29.676,4.35
1040,1/26/15 23:20:00,74.7,-0.204,0.006,1,11.2,22.4,14,18.01,94.50,16.68,32.49,0.000,0.0918,29.679,4.35
1041,1/26/15 23:25:00,72.4,-0.204,0.006,1,12.9,24.1,14,17.89,94.40,16.54,32.49,0.000,0.0918,29.673,4.35
1042,1/26/15 23:30:00,74.7,-0.204,0.006,1,11.6,27.0,10,17.84,94.40,16.47,32.49,0.000,0.0918,29.673,4.35
1043,1/26/15 23:35:00,74.1,-0.204,0.006,1,11.2,23.2,8,17.84,94.40,16.47,32.44,0.000,0.0918,29.667,4.36
1044,1/26/15 23:40:00,72.4,-0.204,0.006,1,12.9,22.8,13,17.60,94.40,16.23,32.44,0.000,0.0925,29.661,4.36
1045,1/26/15 23:45:00,72.4,-0.204,0.006,1,10.8,22.4,0,17.60,94.40,16.23,32.44,0.000,0.0925,29.661,4.33
1046,1/26/15 23:50:00,71.2,-0.204,0.006,1,13.3,22.8,8,17.54,94.30,16.16,32.44,0.000,0.0918,29.658,4.34
1047,1/26/15 23:55:00,70.0,-0.204,0.006,1,13.3,21.2,17,17.36,94.20,15.96,32.39,0.000,0.0918,29.653,4.34
1048,1/27/15 00:00:00,65.3,-0.204,0.006,1,13.7,22.4,10,17.24,94.00,15.78,32.39,0.000,0.0918,29.647,4.34
1049,1/27/15 00:05:00,69.4,-0.204,0.006,1,12.5,28.6,8,17.12,94.00,15.67,32.39,0.000,0.0918,29.644,4.34
1050,1/27/15 00:10:00,68.2,-0.204,0.006,1,13.3,29.9,18,16.95,94.00,15.49,32.39,0.000,0.0918,29.641,4.35
1051,1/27/15 00:15:00,67.6,-0.204,0.006,1,11.2,22.0,8,16.71,93.90,15.22,32.34,0.000,0.0918,29.638,4.35
1052,1/27/15 00:20:00,68.8,-0.204,0.006,1,11.2,21.2,11,16.59,93.80,15.08,32.39,0.000,0.0918,29.635,4.35
1053,1/27/15 00:25:00,69.4,-0.204,0.006,1,12.9,23.2,18,16.35,93.80,14.85,32.39,0.000,0.0918,29.632,4.35
1054,1/27/15 00:30:00,68.2,-0.204,0.006,1,13.3,24.5,17,16.10,93.80,14.61,32.39,0.000,0.0918,29.626,4.35
1055,1/27/15 00:35:00,66.5,-0.204,0.006,1,15.4,27.4,10,15.86,93.70,14.34,32.34,0.000,0.0918,29.620,4.35
1056,1/27/15 00:40:00,69.4,-0.204,0.006,1,13.7,25.3,17,15.68,93.60,14.14,32.29,0.000,0.0918,29.614,4.35
1057,1/27/15 00:45:00,69.4,-0.204,0.006,1,13.3,24.1,10,15.44,93.70,13.91,32.29,0.000,0.0918,29.611,4.32
1058,1/27/15 00:50:00,68.8,-0.204,0.006,1,12.9,29.5,28,15.32,93.70,13.80,32.29,0.000,0.0918,29.605,4.33
1059,1/27/15 00:55:00,70.0,-0.204,0.006,1,13.3,24.1,10,15.13,93.50,13.57,32.29,0.000,0.0918,29.602,4.34
1060,1/27/15 01:00:00,68.8,-0.204,0.006,1,12.9,27.0,18,15.01,93.50,13.44,32.29,0.000,0.0918,29.596,4.34
1061,1/27/15 01:05:00,70.0,-0.204,0.006,1,10.8,22.4,8,15.01,93.50,13.44,32.29,0.000,0.0918,29.599,4.34
1062,1/27/15 01:10:00,70.6,-0.204,0.006,1,11.6,22.0,7,14.76,93.50,13.21,32.29,0.000,0.0911,29.591,4.34
1063,1/27/15 01:15:00,70.0,-0.204,0.006,1,11.6,19.5,1,14.64,93.50,13.08,32.29,0.000,0.0911,29.585,4.34
1064,1/27/15 01:20:00,71.8,-0.204,0.006,1,10.8,21.2,13,14.58,93.50,13.01,32.34,0.000,0.0911,29.579,4.34
1065,1/27/15 01:25:00,68.8,-0.204,0.006,1,11.6,22.8,7,14.52,93.40,12.94,32.39,0.000,0.0911,29.573,4.34
1066,1/27/15 01:30:00,70.0,-0.204,0.006,1,11.2,19.1,13,14.45,93.40,12.87,32.39,0.000,0.0911,29.573,4.34
1067,1/27/15 01:35:00,70.6,-0.204,0.006,1,11.6,24.9,0,14.45,93.40,12.87,32.39,0.000,0.0911,29.567,4.34
1068,1/27/15 01:40:00,68.8,-0.204,0.006,1,14.1,26.6,8,14.52,93.40,12.94,32.39,0.000,0.0918,29.564,4.35
1069,1/27/15 01:45:00,69.4,-0.204,0.006,1,12.5,21.6,7,14.52,93.40,12.94,32.34,0.000,0.0911,29.561,4.32
1070,1/27/15 01:50:00,68.8,-0.204,0.006,1,10.0,19.5,6,14.52,93.40,12.94,32.34,0.000,0.0911,29.564,4.32
1071,1/27/15 01:55:00,70.0,-0.204,0.006,1,11.6,22.8,0,14.58,93.50,13.01,32.34,0.000,0.0911,29.561,4.33
1072,1/27/15 02:00:00,67.6,-0.204,0.006,1,11.6,20.3,8,14.64,93.50,13.08,32.34,0.000,0.0911,29.558,4.33
1073,1/27/15 02:05:00,70.0,-0.204,0.006,1,12.0,20.3,6,14.70,93.50,13.14,32.34,0.000,0.0911,29.558,4.34
1074,1/27/15 02:10:00,71.2,-0.204,0.006,1,12.0,22.8,8,14.76,93.50,13.21,32.34,0.000,0.0911,29.552,4.34
1075,1/27/15 02:15:00,70.0,-0.204,0.006,1,10.8,20.8,6,14.76,93.50,13.21,32.34,0.000,0.0911,29.546,4.34
1076,1/27/15 02:20:00,71.2,-0.204,0.006,1,12.5,24.1,3,14.89,93.50,13.32,32.29,0.000,0.0904,29.546,4.34
1077,1/27/15 02:25:00,71.2,-0.204,0.006,1,12.0,23.7,10,14.89,93.50,13.32,32.34,0.000,0.0911,29.546,4.34
1078,1/27/15 02:30:00,70.6,-0.204,0.006,1,11.2,21.6,4,14.95,93.50,13.39,32.34,0.000,0.0911,29.546,4.36
1079,1/27/15 02:35:00,71.8,-0.204,0.006,1,12.9,22.4,7,14.95,93.50,13.39,32.34,0.000,0.0904,29.543,4.34
1080,1/27/15 02:40:00,71.2,-0.204,0.006,1,9.5,23.7,7,15.01,93.50,13.44,32.34,0.000,0.0904,29.540,4.34
1081,1/27/15 02:45:00,71.2,-0.204,0.006,1,12.9,20.8,8,15.01,93.50,13.44,32.34,0.000,0.0904,29.534,4.30
1082,1/27/15 02:50:00,70.6,-0.204,0.006,1,13.3,27.4,7,15.01,93.40,13.42,32.34,0.000,0.0904,29.534,4.32
1083,1/27/15 02:55:00,65.9,-0.204,0.006,1,13.7,23.7,6,15.07,93.40,13.48,32.34,0.000,0.0911,29.537,4.32
1084,1/27/15 03:00:00,68.2,-0.204,0.006,1,13.7,21.6,355,15.07,93.30,13.46,32.29,0.000,0.0904,29.534,4.33
1085,1/27/15 03:05:00,68.2,-0.204,0.006,1,14.5,22.4,11,15.01,93.30,13.39,32.29,0.000,0.0904,29.529,4.33
1086,1/27/15 03:10:00,67.6,-0.204,0.006,1,13.3,26.1,6,15.01,93.20,13.37,32.29,0.000,0.0904,29.523,4.36
1087,1/27/15 03:15:00,68.2,-0.204,0.006,1,12.0,26.1,8,14.95,93.20,13.32,32.29,0.000,0.0904,29.523,4.34
1088,1/27/15 03:20:00,68.2,-0.204,0.006,1,13.7,24.1,10,15.01,93.20,13.37,32.24,0.000,0.0904,29.523,4.34
1089,1/27/15 03:25:00,67.6,-0.204,0.006,1,13.3,27.4,355,14.95,93.30,13.33,32.24,0.000,0.0904,29.517,4.34
1090,1/27/15 03:30:00,68.2,-0.204,0.006,1,11.2,19.1,0,14.82,93.30,13.21,32.24,0.000,0.0904,29.511,4.34
1091,1/27/15 03:35:00,68.2,-0.204,0.006,1,10.8,21.2,355,14.70,93.20,13.06,32.24,0.000,0.0904,29.505,4.34
1092,1/27/15 03:40:00,65.3,-0.204,0.006,1,13.7,22.4,1,14.70,93.30,13.08,32.24,0.000,0.0904,29.502,4.34
1093,1/27/15 03:45:00,65.3,-0.204,0.006,1,12.0,21.6,7,14.70,93.20,13.06,32.24,0.000,0.0904,29.502,4.31
