Ind,Plot,2.27.18,3.5.18,3.23.18,3.27.18,3.30.18,4.3.18,4.6.18,4.10.18,4.13.18,4.17.18,4.20.18,4.24.18,4.26.18,5.1.18,5.4.18,5.8.18,5.11.18,5.15.18,5.18.18,5.22.18,5.25.18,5.29.18,5.31.18,6.5.18,6.8.18,6.12.18,6.15.18,6.19.18,6.22.18,6.26.18,6.29.18,7.3.18,7.6.18,7.10.18,7.13.18,7.16.18,7.19.18,7.23.18,7.27.18,7.30.18,8.1.18,8.7.18,8.9.18,8.13.18,8.16.18,8.20.18,8.23.18,8.27.18,8.30.18,9.3.18,9.6.18,9.10.18,9.13.18,9.17.18,9.20.18,9.25.18,9.27.18,10.1.18,10.4.18,10.8.18,10.15.18,10.24.18,10.31.18,11.7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBCAS10_GR,11,,,,,,,,15-D,11,11,11,15,15,19,19,19,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,101,,,,,,,,,,,,,,90,90,90,90,90,90,90,91,94,95,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPITOM01_GR,11,,,,,,7,,9,9,9,11,11,15,17,19,19,,,,,,,,,,,,51,55,55,59,59,64,65,67,67,69,71,72,74,74,77,79,81,84,84,87,87,87,88,88,88,"88,90","89,90",92,95,"95,89",95,95,96,96,97,97,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPITOM01_GR,11,,,,,,7,,9,9,9,11,11,15,17,19,19,,,,,,,,,,,,51,55,55,59,61,64,67,67,69,71,71,72,74,74,77,79,81,84,85,87,87,87,89,89,89,"89,90","89,90",94,95,"89,95",95,95,95,97,97,97,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPITOM06_HF,11,,,,,,,,,,,,,,,,,,11,,15,15,,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,"55,17","60,17",69,71,75,77,77,82,"67,70","67,81",84,84,86,86,87,87,87,"89,94",96,96,96,96,96,96,97,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AROMEL08_HF,11,,,,,,,,,,,,,,,,,,"65,19",67,67,69,71,72,75,77,77,77,78,79,79,79,79,79,79,"79,100","79,100","79,100","81,100","81,100","81,100","81,100","81,101",81,85,85,85,85,87,88,88,88,88,89,"89,90","89,90",90,"89,90","89,91","89,93",93,93,95,95,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AROMEL08_HF,11,,,,,,,,,,,,,,,,"65,17","65,17","65,17","67,19",67,69,71,72,74,75,75,75,76,79,79,81,79,79,"79,100","79,100","79,100","79,100","81,100","81,100","85,100","85,10","85,101",85,85,85,85,85,86,87,87,88,88,89,89,"89,90",90,"89,90","89,90","89,90",91,91,95,95,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBCAS10_WM,11,,,,,,,9,9,9,9,11,15,15,19,,19,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,101,,,,,,,,,,,,,,91,92,92,92,92,92,92,92,93,94,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AROMEL12_HF,11,,,,,,,,,,,,,,,,,,"65,19",67,69,71,72,75,15,77,77,78,78,79,79,79,79,79,"79,100","79,100","79,100","79,100","79,100","81,100","85,100","85,100","85,101",85,85,86,88,88,89,89,,89,89,89,"89,91","89,91",91,"89,91","89,92","89,94",84,"89,92",94,95,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNINC06_SH,12,"65-M,","67-M,","69-M,",,,,,,,7,9,11,11,"67-F,15","19,FRUIT(dans think last years)",19,,,,,,,72,72,75,75,76,76,77,78,79,"79,100-m","79,100-m","79,100-m","79,100-m","81,100-m","81,100-m","81,100-m","81,100-m","81,100-m","81,100-m","85,100-m,100","88,100-m,100","101,100-m,88","88,100-m","88,101,00-m","88,101,100-m","82,100-m,100","82,100-m,100","83,100-m,100","83,100-m,100","83,100,100-m","83,100,100-m","85,101,100-m","85,102,101-m","101-m,85,90","101-m,85,90","101-m,85,91","101-m,85,91","101-m,85,91","102-m,85,92","89,93",93,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN05_WM,12,,,,,,,7,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN12_HF,12,,,,,,,,7,7,7,9,9,9,9,11,"55,15","55,19",65,65,67,72,74,75,75,78,78,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,101,101,101,101,"101,9",101,,90,90,90,90,92,92,93,91,92,93,95,96,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP05_GR,12,,,,,,,,,7,7,9,11,11,17,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,101,101,101,101,101,102,,92,92,93,93,95,95,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUERUB09_WM,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP05_GR,12,,,,,,,,,7,7,9,9,11,15,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,101,101,101,102,90,92,92,94,94,96,96,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNINC8_HF,12,"51-M,","51-M,","69-M,",,,,,,,7,9,11,11,"69-F,15",19,19,,,,,,,71,72,72,73,73,74,75,76,77,"79,100-m","79, 100","79,100-m","79,100-m","79,100-m","79,100-m","81,100-m","81,100-m","88,100-m","81,100-m","85,100-m,100","88,100-m,100","100-m,101,88","88,100-m","88,100,100-m","88,100,100-m","84,100-m,100","84,100-m,100","84,100-m,100","84,100-m,101","84,100-m,101","84,100-m,101","85,100-m,100","86,100m,101","100-m,101,86","100-m,101,86","102,100-m,86","100-m,85","100-m,85","101-m,85,90","102-m,88,92","89,94",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP16_HF,12,,,,,,,,,7,7,9,11,11,15,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,101,101,101,101,"92,102",92,93,93,93,93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL08_WM,12,,,,,,,7,7-D,7-D,7-D,9,9,11,11,17,17,17,,,19,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,101,102,,90,90,90,92,93,93,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP08_GR,12,,,,,,,,,7,7,9,9,11,11,19,19,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,101,101,100,100,101,101,101,102,,,90,90,91,91,94,95,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP05_GR,12,,,,,,,,,,,,9,11,15,19,19,,,,,,,,,,,,,,,,,,,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,100,102,,,,94,94,94,95,95,95,97,97,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL08_WM-B,12,,,,,7,,9,9,9,9,9,11,11,11,17,17,17,,19,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,101,101,102,,,90,91,91,94,96,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMRAC_HF_A,13,",9",",9",",9",",9",11-D,11-DMG,11-DMG,11,11,15,15,15,15,17,19,19,,,,,,55,57,57,59,59,59,61,67,67,67,67,71,"67,71",71,72,74,75,76,78,88,89,89,"89,100","89,100","89,100",100,100,"89,100",100,"89,100","89,100","89,100","89,100","89,100",100,"89,100","89,100,92","89,101,92",92,92,93,94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACMYR05_WM,13,,,,,,,,,,,7,9,9,"51,9","60,15","65,17","67,19",67,69,67,69,,,,,,,,,,,,100,100,100,100,101,,,,,,,,,,,,92,92,92,96,96,96,98,98,98,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON01_WM,13,,,,",9",11-D,11-DMG,11-D,11,11,11,15,15,15,19,,19,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,101,,,,,,,,90,90,90,92,92,92,92,92,92,92,94,94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMRAC_HF_B,13,",9",",9",",9",",9",11,11,11-D,11,11,15,15,15,15,17,19,19,,,,51,55,55,57,57,59,59,59,62,67,67,67,67,72,"67,72","69,72",72,75,75,76,78,89,89,89,"89,100","90,100","89,100",100,100,"100,89",100,"100,89","89,100","89,100","89,100","89,100",100,100,"100,92",102,92,93,93,94,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACMYR10_GR,13,,,,,,,,,,,,9,9,9,,,,,,71,72,72,72,75,75,78,78,89,,,,,,,,,,,,,,,,,,,,,92,92,92,94,95,96,97,97,97,98,98,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON02_HF,13,,,,,7,7,9-D,9-D,9,9,9,9,11,15,17,17,17,17,17,"51,19",55,55,57,62,65,65,67,67,71,67-61,71,"67,71",69,71,71,75,78,78,78,81,81,84,85,"85,100","85,100","85,100","85,100","85,101",85,88,"88,92","89,92","89,92","89,93",94,94,"89,94","89,95",95,95,95,95,95,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SORAME01_SH,13,,,,,,,,,,,9,9,11,11,15,17,19,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,101,,,,,,,,,90,90,91,93,93,93,94,95,95,98,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SORAME01_SH,13,,,,,,,,,,,9,9,11,11,17,"51,17","55,19",55,55,55,55,55,57,65,67,69,72,72,74,74,77,"77,100","78, 100","78,100","78,100","78,100","79,100","79,100","79,100","81,100","81,100","82,100","83,100","84,101",85,85,85,86,87,88,88,88,"88,90","88,90","89,93",93,"89,93","89,94","89,95",95,98,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON08_GR,13,,,,",7",,,,9-D,9,11-D,11,15,15,17,19,19,,,,51,55,55,57,62,65,65,67,67,71,67-71,71,"67,71","67,71","67,71","67,71","67,71,55","67,73","67,73","67,73",69,67,"69,100","69,100","71,100","77,101","77,101",77,81,82,84,84,"86,90","86,90","86,90","87,92",92,"89,92","89,93",93,93,93,93,93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACMR10_GR,13,,,,,,,,,,,,,,,,,,15,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON02_HF_B,13,,,,,,,,,,,,,,,,17,17,19,,,,,,,,,,,59,60,62,65,67,67,67,"67,71","67,73","67,73","67,73",69,67,"74,100","74,100","69,77,100","71,81,100","81,100","81,100","85,100","85,100","85,100","85,67,92","86,92","86,92","86,92","86,93","87,95","88,95","89,95",96,97,97,97,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON02_HF_C,13,,,,,,,9-D,9-D,11,11-D,11,15,15,17,17,17,17,19,,51,55,55,59,63,64,67,67,67,69,67,71,"67,71",72,72,72,73,74,75,"67,75",75,75,75,75,"69,77,100","69,81,100","67,61,100","67,81,100","81,100","82,10","82,100","83,100","83,100","88,100","88,101,90","88,90","88,93","89,93","89,95",95,95,96,97,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACMYR10_GR,13,,,,,,,,,,,,,,,,,,"67,19",,71,75,75,75,75,75,,,,,,,,,,100,100,100,100,100,100,100,101,,,,,,,,,,,,,,,91,93,93,93,95,98,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMRAC08_GR,13,",9",",9",",9",",9",12-DMG,12-D,12-D,"51,12-D","51,11","51,15","51,15","55,15",55,"55,19","55,19","65,19",67,17,"62,19",72,75,75,77,77,79,89,89,89,89,89,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,"94,100","94,101",94,94,95,95,95,95,95,95,95,96,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON01_WM,13,,,,,7,7,9-D,9-D,11,11,11,15,15,17,19,19,,,,,,,,,,60,,,,,55,60,61,64,65,67,67,"67,72","67,72",74,74,78,81,"82,100","82,101","82,101","82,101","82,101",82,82,82,83,84,85,86,86,86,88,88,88,"88,91","89,92",93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMRAC_HF_C,13,",7",",7",",7",",9",11-D,11-DMG,11-D,11,11,11,11,11,15,17,19,19,,,,51,55,55,59,59,59,59,59,63,67,67,71,"67,71",72,72,74,75,75,75,75,81,89,89,89,"89,100","89,100","89,100",100,100,"100,89",100,"100,89","89,100,90","89,100","89,101","89,101",101,89,90,90,90,92,92,93,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON02_SH_A,13,,,,,,7,9-D,9-D,11-D,11-D,11,15,15,17,19,19,,,,51,55,55,59,64,67,67,71,71,72,72,72,72,72,72,72,"73,55","67,73",74,74,81,81,88,88,"88,100","88,100","88,100",100,100,100,"88,100","88,100","88,100","89,100","89,101",89,,,89,,,90,92,92,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SORAME03_SH,13,,,,,,,,,7,,,,,,,,,19,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,101,,,,,,,,,,,,,,,,92,96,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON__SH_04,13,,,,,,,,,,,,,,,,,,19,,51,55,55,61,62,64,67,69,,,67,71,,72,,,71,71,73,73,81,81,84,84,"85,100","85,101","85,101",86,"85,101",85,85,85,88,88,88,88,88,88,89,,,90,92,93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMRAC_HF_D,13,",7",",7",",7",",9",10-D,11-DMG,11-D,11-D,11,11,15,15,15,17,19,19,,,,,,,55,55,57,59,59,62,65,67,67,67,67,67,"67,71","67,72",73,75,75,78,79,81,85,"90,100","89,100","89,100",100,100,"100,89",100,"100,89","89,100","89,100","89,101",89,,,90,90,90,92,92,93,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON02_SH_B,13,,,,,,9,11-D,11-D,11,11,15,15,15,19,19,19,,,,51,55,55,,62,67,67,67,67,69,67,71,71,72,72,"67,72","67,72",72,72,72,74,74,"74,100","79,100","81,100","84,100","84,100","85,100",,"85,100","85,100","85,100","85,100","85,101",85,85,86,86,86,"88,91","88,92","88,92","89,93",93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON01_WM,13,,,,,,,,7-D,9-D,9-D,9,11,11,17,19,19,,,,,,,,,,,,,,51,55,60,62,63,67,"67,71",71,"67,72",72,72,72,74,"74,100","74,101","71,81",81,84,"85,100","85,100","85,100","85,100","85,100","85,101",85,85,85,85,86,"86,90","86,90","88,92","89,94",94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL13_GR,15,,,,,7,7,7,7,9,7,9,9,9,11,15,17,19,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,101,101,"102,90",90,90,91,93,93,94,94,94,94,96,96,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL14_GR,15,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,102,102,102,,,,,,90,90,91,92,94,94,95,95,96,97,97,97,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNINC4_SH,15,,,,,,,,,,7,9,11,11,17,19,19,,,,,,,,,,,,,,,,,,,100-m,100-m,100-m,100-m,100-m,100-m,100-m,"100-m,100","100-m,100","101,100-m",100-m,"101,100-m","101,100-m","101,100-m","101,100-m","100,100-m","101,100-m","101,100-m","101,100-m","101,100-m","100-m,101","101-m,101","101-m,101","101-m,102","101-m,90","101-m,90","102-m,91",92,93,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP09_WM,15,,,,,7,7,7,7,9,9,9,11,11,17,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,"100,90","101,90","101,90","102,93",94,94,94,94,94,94,95,95,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMECAN03_SH,15,,,,,7,7,7,7,9,9,9,11,11,17,19,19,,,,,,,,,,,,,,,,100,100,100,101,,,,,,,,,,,,,,,,,90,90,90,90,92,92,92,92,93,94,96,97,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNINC11_GR,15,,,,,,,7,7,9,9,11,11,15,17,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,101,102,,90,90,90,91,93,94,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNINC09_HF,15,"51-M,","51-M,","69-M,",,,,,,7,7,9,11,11,"69-f,19",19,19,,,,,,,71,71,72,72,75,75,77,77,79,79,"79, 100-m","79,100-m","79,100","79,100","79,100-m","81,100-m","81,100-m","82,100-m","82,100-m","88,100-m,100","88,100-m,100","101,1100-m,88","88,100-m","88,101,100-m","88,100-m,102","85,100-m","85,100-m,100","102,100-m,85","100-m,85","82,100-m","82,100-m","84,100-m","84,100-m","100-m,84","101-m,84","101-m,85","101-m,85","101-m,85","102-m,85","88,91","89,93",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUEALB04_HF,15,,,,,,,,,,,,,,,,,,17,19,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,101,,,,,,,,,,,,,,,91,92,93,93,94,98,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP07_WM,15,,,,,7,7,7,7,9,9,11,11,11,15,19,19,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,101,101,101,101,101,101,101,102,,92,92,94,94,96,96,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP08_WM,15,,,,,,,7,7,9,9,11,11,11,,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,101,101,101,101,"102,93",93,93,93,93,94,96,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYRGAL06_WM,14,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,100,100,100,100,101,,,,,,,,,,90,90,90,92,94,94,94,94,94,94,95,95,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBCAS07_WM,14,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,100,100,100,100,100,100,100,101,,,,,,,,,,,,,,,,,,,,,,92,93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMRAC04_GR,14,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,91,92,92,95,96,96,96,96,96,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AROMEL02_WM,14,,,,,,,,,,,,,,,,,,"64,19",65,67,69,71,75,75,77,77,77,77,78,78,81,81,81,"81,100","83,100","81,100","81,100","83,100","85,100","87,100","88,100","89,100","89,100","89,101",89,,,,89,,89,89,,,,,,,,,,92,94,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBCAS07_HF,14,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,101,,,,,,,,,,92,92,93,94,94,94,94,94,94,94,96,96,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBCAS03_GR,14,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,100,100,100,100,100,100,100,101,,,,,,,,,,,,,,,,,,,,,,90,91,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AROMEL13_HF,14,,,,,,,,,,,,,,,,,,"65,19",65,67,,72,75,75,79,79,79,79,79,79,79,79,79,"79,100","79,100","79,100","79,100","81,100","81,100","81,101",81,82,82,82,83,83,82,85,85,87,87,88,89,89,89,,90,90,90,90,92,93,93,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON06_GR,14,,,,,,,,,,,,,,,,,,19,,,,55,61,61,62,67,67,69,71,71,71,"67,71",71,71,71,71,73,73,73,74,74,76,75,72,79,81,81,84,84,"86,100","86,100","92,100,86","92,101,86","86,92","87,92","94,88","94,88","94,89",94,95,96,96,96,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON02_GR,14,,,,,,,,,,,,,,,,,,19,,51,55,55,57,62,65,67,69,,71,71,71,71,72,72,72,72,73,"55,73","60,73",64,64,69,69,71,75,81,84,84,84,85,"85,92","94,85","94,85","85,95","86,95","87,95","87,95","88,95","88,95","88,95","89,95",95,95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AROMEL12_HF,14,,,,,,,,,,,,,,,,,,"65,19",65,67,69,72,72,75,75,75,76,77,78,78,79,79,79,79,79,"79,100","79,100","79,100","79,100","81,100","81,100","85,101",85,85,86,87,87,87,89,,89,89,89,"89,90","89,90",92,94,94,94,94,94,94,95,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYRGAL99_SH,14,,,,,,,,,,,,,,,,,,19,,,,,71,72,75,75,78,77,79,79,79,79,81,"81,100","81,100","81,100","81,100","81,101","81,101",84,84,86,86,86,86,86,87,87,87,,87,"92,87","92,88","92,88","88,93",93,"88,93","89,94","89,94",94,94,94,95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON04_SH,14,,,,,,,,,,,,,,,,,,17,17,17,17,,,,,,,,,,,,,55,55,60,60,63,63,65,67,71,74,77,79,79,81,83,83,84,84,84,84,85,86,86,86,"88,90","88,91","88,93","89,94",95,95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SORAME03_SH,14,,,,,,,,,,,,,,,,,,17,19,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,101,,,,,,,,,90,90,92,92,,92,92,92,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP08_WM,16,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,101,101,101,101,,101,"101,92","102,94",94,94,94,94,94,96,96,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUEALB04_HF,16,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,100,100,100,100,101,,,,,,,,,,,,,,,,,90,90,90,92,92,93,93,94,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUEALB04_B,16,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,100,100,100,100,101,,,,,,,,,,,,,,,,,90,90,90,91,94,94,94,96,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
